COUNTY,ST,COUNTY_STATE,SSACD,COUNTY DESIGNA-TION,Primary Care Distance
Henderson,KY,"Henderson, KY",18500,Micro,20
Henry,KY,"Henry, KY",18510,Micro,20
Hickman,KY,"Hickman, KY",18511,Rural,30
Hopkins,KY,"Hopkins, KY",18530,Micro,20
Jackson,KY,"Jackson, KY",18540,Rural,30
Jefferson,KY,"Jefferson, KY",18550,Large Metro,5
Jessamine,KY,"Jessamine, KY",18560,Metro,10
Johnson,KY,"Johnson, KY",18570,Micro,20
Kenton,KY,"Kenton, KY",18580,Metro,10
Knott,KY,"Knott, KY",18590,Rural,30
Knox,KY,"Knox, KY",18600,Micro,20
Larue,KY,"Larue, KY",18610,Micro,20
Laurel,KY,"Laurel, KY",18620,Metro,10
Lawrence,KY,"Lawrence, KY",18630,Rural,30
Lee,KY,"Lee, KY",18640,Rural,30
Leslie,KY,"Leslie, KY",18650,Rural,30
Letcher,KY,"Letcher, KY",18660,Micro,20
Lewis,KY,"Lewis, KY",18670,Rural,30
Lincoln,KY,"Lincoln, KY",18680,Micro,20
Livingston,KY,"Livingston, KY",18690,Rural,30
Logan,KY,"Logan, KY",18700,Rural,30
Lyon,KY,"Lyon, KY",18710,Rural,30
McCracken,KY,"McCracken, KY",18720,Metro,10
McCreary,KY,"McCreary, KY",18730,Rural,30
McLean,KY,"McLean, KY",18740,Rural,30
Madison,KY,"Madison, KY",18750,Metro,10
Magoffin,KY,"Magoffin, KY",18760,Rural,30
Marion,KY,"Marion, KY",18770,Micro,20
Marshall,KY,"Marshall, KY",18780,Micro,20
Martin,KY,"Martin, KY",18790,Micro,20
Mason,KY,"Mason, KY",18800,Micro,20
Meade,KY,"Meade, KY",18801,Micro,20
Menifee,KY,"Menifee, KY",18802,Rural,30
Mercer,KY,"Mercer, KY",18830,Micro,20
Metcalfe,KY,"Metcalfe, KY",18831,Rural,30
Monroe,KY,"Monroe, KY",18850,Rural,30
Montgomery,KY,"Montgomery, KY",18860,Micro,20
Morgan,KY,"Morgan, KY",18861,Rural,30
Muhlenberg,KY,"Muhlenberg, KY",18880,Micro,20
Nelson,KY,"Nelson, KY",18890,Micro,20
Nicholas,KY,"Nicholas, KY",18900,Rural,30
Ohio,KY,"Ohio, KY",18910,Rural,30
Oldham,KY,"Oldham, KY",18920,Metro,10
Owen,KY,"Owen, KY",18930,Rural,30
Owsley,KY,"Owsley, KY",18931,Rural,30
Pendleton,KY,"Pendleton, KY",18932,Micro,20
Perry,KY,"Perry, KY",18960,Micro,20
Pike,KY,"Pike, KY",18970,Micro,20
Powell,KY,"Powell, KY",18971,Micro,20
Pulaski,KY,"Pulaski, KY",18972,Micro,20
Robertson,KY,"Robertson, KY",18973,Rural,30
Rockcastle,KY,"Rockcastle, KY",18974,Micro,20
Rowan,KY,"Rowan, KY",18975,Micro,20
Russell,KY,"Russell, KY",18976,Micro,20
Scott,KY,"Scott, KY",18977,Metro,10
Shelby,KY,"Shelby, KY",18978,Micro,20
Simpson,KY,"Simpson, KY",18979,Micro,20
Spencer,KY,"Spencer, KY",18980,Micro,20
Taylor,KY,"Taylor, KY",18981,Micro,20
Todd,KY,"Todd, KY",18982,Rural,30
Trigg,KY,"Trigg, KY",18983,Rural,30
Trimble,KY,"Trimble, KY",18984,Rural,30
Union,KY,"Union, KY",18985,Rural,30
Warren,KY,"Warren, KY",18986,Metro,10
Washington,KY,"Washington, KY",18987,Rural,30
Wayne,KY,"Wayne, KY",18988,Rural,30
Webster,KY,"Webster, KY",18989,Rural,30
Whitley,KY,"Whitley, KY",18990,Micro,20
Wolfe,KY,"Wolfe, KY",18991,Rural,30
Woodford,KY,"Woodford, KY",18992,Micro,20
Acadia,LA,"Acadia, LA",19000,Micro,20
Allen,LA,"Allen, LA",19010,Rural,30
Ascension,LA,"Ascension, LA",19020,Metro,10
Assumption,LA,"Assumption, LA",19030,Micro,20
Avoyelles,LA,"Avoyelles, LA",19040,Rural,30
Beauregard,LA,"Beauregard, LA",19050,Rural,30
Bienville,LA,"Bienville, LA",19060,Rural,30
Bossier,LA,"Bossier, LA",19070,Metro,10
Caddo,LA,"Caddo, LA",19080,Metro,10
Calcasieu,LA,"Calcasieu, LA",19090,Metro,10
Caldwell,LA,"Caldwell, LA",19100,Rural,30
Cameron,LA,"Cameron, LA",19110,CEAC,60
Catahoula,LA,"Catahoula, LA",19120,Rural,30
Claiborne,LA,"Claiborne, LA",19130,Rural,30
Concordia,LA,"Concordia, LA",19140,Rural,30
De Soto,LA,"De Soto, LA",19150,Rural,30
East Baton Rouge,LA,"East Baton Rouge, LA",19160,Metro,10
East Carroll,LA,"East Carroll, LA",19170,Rural,30
East Feliciana,LA,"East Feliciana, LA",19180,Rural,30
Evangeline,LA,"Evangeline, LA",19190,Micro,20
Franklin,LA,"Franklin, LA",19200,Rural,30
Grant,LA,"Grant, LA",19210,Rural,30
Iberia,LA,"Iberia, LA",19220,Metro,10
Iberville,LA,"Iberville, LA",19230,Micro,20
Jackson,LA,"Jackson, LA",19240,Rural,30
Jefferson,LA,"Jefferson, LA",19250,Metro,10
Jefferson Davis,LA,"Jefferson Davis, LA",19260,Rural,30
Lafayette,LA,"Lafayette, LA",19270,Metro,10
Lafourche,LA,"Lafourche, LA",19280,Micro,20
La Salle,LA,"La Salle, LA",19290,Rural,30
Lincoln,LA,"Lincoln, LA",19300,Micro,20
Livingston,LA,"Livingston, LA",19310,Metro,15
Madison,LA,"Madison, LA",19320,Rural,30
Morehouse,LA,"Morehouse, LA",19330,Rural,30
Natchitoches,LA,"Natchitoches, LA",19340,Rural,30
Orleans,LA,"Orleans, LA",19350,Metro,10
Ouachita,LA,"Ouachita, LA",19360,Metro,10
Plaquemines,LA,"Plaquemines, LA",19370,Rural,30
Pointe Coupee,LA,"Pointe Coupee, LA",19380,Rural,30
Rapides,LA,"Rapides, LA",19390,Metro,15
Red River,LA,"Red River, LA",19400,Rural,30
Richland,LA,"Richland, LA",19410,Rural,30
Sabine,LA,"Sabine, LA",19420,Rural,30
St. Bernard,LA,"St. Bernard, LA",19430,Micro,20
St. Charles,LA,"St. Charles, LA",19440,Metro,10
St. Helena,LA,"St. Helena, LA",19450,Rural,30
St. James,LA,"St. James, LA",19460,Micro,20
St. John the Baptist,LA,"St. John the Baptist, LA",19470,Micro,20
St. Landry,LA,"St. Landry, LA",19480,Micro,20
St. Martin,LA,"St. Martin, LA",19490,Micro,20
St. Mary,LA,"St. Mary, LA",19500,Micro,20
St. Tammany,LA,"St. Tammany, LA",19510,Metro,10
Tangipahoa,LA,"Tangipahoa, LA",19520,Metro,15
Tensas,LA,"Tensas, LA",19530,CEAC,60
Terrebonne,LA,"Terrebonne, LA",19540,Micro,20
Union,LA,"Union, LA",19550,Rural,30
Vermilion,LA,"Vermilion, LA",19560,Micro,20
Vernon,LA,"Vernon, LA",19570,Micro,20
Washington,LA,"Washington, LA",19580,Micro,20
Webster,LA,"Webster, LA",19590,Micro,20
West Baton Rouge,LA,"West Baton Rouge, LA",19600,Micro,20
West Carroll,LA,"West Carroll, LA",19610,Rural,30
West Feliciana,LA,"West Feliciana, LA",19620,Rural,30
Winn,LA,"Winn, LA",19630,Rural,30
Androscoggin,ME,"Androscoggin, ME",20000,Metro,10
Aroostook,ME,"Aroostook, ME",20010,Micro,20
Cumberland,ME,"Cumberland, ME",20020,Metro,10
Franklin,ME,"Franklin, ME",20030,Rural,30
Hancock,ME,"Hancock, ME",20040,Micro,20
Kennebec,ME,"Kennebec, ME",20050,Metro,10
Knox,ME,"Knox, ME",20060,Micro,20
Lincoln,ME,"Lincoln, ME",20070,Micro,20
Oxford,ME,"Oxford, ME",20080,Micro,20
Penobscot,ME,"Penobscot, ME",20090,Micro,20
Piscataquis,ME,"Piscataquis, ME",20100,CEAC,60
Sagadahoc,ME,"Sagadahoc, ME",20110,Micro,20
Somerset,ME,"Somerset, ME",20120,Micro,20
Waldo,ME,"Waldo, ME",20130,Micro,20
Washington,ME,"Washington, ME",20140,Rural,30
York,ME,"York, ME",20150,Metro,10
Allegany,MD,"Allegany, MD",21000,Metro,10
Anne Arundel,MD,"Anne Arundel, MD",21010,Metro,10
Baltimore,MD,"Baltimore, MD",21020,Metro,10
Baltimore City,MD,"Baltimore city, MD",21030,Large Metro,5
Calvert,MD,"Calvert, MD",21040,Metro,10
Caroline,MD,"Caroline, MD",21050,Micro,20
Carroll,MD,"Carroll, MD",21060,Metro,10
Cecil,MD,"Cecil, MD",21070,Metro,10
Charles,MD,"Charles, MD",21080,Metro,10
Dorchester,MD,"Dorchester, MD",21090,Micro,20
Frederick,MD,"Frederick, MD",21100,Metro,10
Garrett,MD,"Garrett, MD",21110,Rural,30
Harford,MD,"Harford, MD",21120,Metro,10
Howard,MD,"Howard, MD",21130,Metro,10
Kent,MD,"Kent, MD",21140,Micro,20
Montgomery,MD,"Montgomery, MD",21150,Large Metro,5
Prince George's,MD,"Prince George's, MD",21160,Large Metro,5
Queen Anne's,MD,"Queen Anne's, MD",21170,Micro,20
St. Mary's,MD,"St. Mary's, MD",21180,Metro,10
Somerset,MD,"Somerset, MD",21190,Micro,20
Talbot,MD,"Talbot, MD",21200,Micro,20
Washington,MD,"Washington, MD",21210,Metro,10
Wicomico,MD,"Wicomico, MD",21220,Metro,10
Worcester,MD,"Worcester, MD",21230,Metro,10
Barnstable,MA,"Barnstable, MA",22000,Metro,10
Berkshire,MA,"Berkshire, MA",22010,Metro,10
Bristol,MA,"Bristol, MA",22020,Metro,10
Dukes,MA,"Dukes, MA",22030,Micro,20
Essex,MA,"Essex, MA",22040,Large Metro,5
Franklin,MA,"Franklin, MA",22060,Metro,10
Hampden,MA,"Hampden, MA",22070,Metro,10
Hampshire,MA,"Hampshire, MA",22080,Metro,10
Middlesex,MA,"Middlesex, MA",22090,Large Metro,5
Nantucket,MA,"Nantucket, MA",22120,Micro,20
Norfolk,MA,"Norfolk, MA",22130,Large Metro,5
Plymouth,MA,"Plymouth, MA",22150,Metro,10
Suffolk,MA,"Suffolk, MA",22160,Large Metro,5
Worcester,MA,"Worcester, MA",22170,Metro,10
Alcona,MI,"Alcona, MI",23000,Rural,30
Alger,MI,"Alger, MI",23010,Rural,30
Allegan,MI,"Allegan, MI",23020,Metro,10
Alpena,MI,"Alpena, MI",23030,Micro,20
Antrim,MI,"Antrim, MI",23040,Rural,30
Arenac,MI,"Arenac, MI",23050,Rural,30
Baraga,MI,"Baraga, MI",23060,CEAC,60
Barry,MI,"Barry, MI",23070,Metro,10
Bay,MI,"Bay, MI",23080,Metro,10
Benzie,MI,"Benzie, MI",23090,Micro,20
Berrien,MI,"Berrien, MI",23100,Metro,10
Branch,MI,"Branch, MI",23110,Micro,20
Calhoun,MI,"Calhoun, MI",23120,Metro,10
Cass,MI,"Cass, MI",23130,Metro,10
Charlevoix,MI,"Charlevoix, MI",23140,Micro,20
Cheboygan,MI,"Cheboygan, MI",23150,Rural,30
Chippewa,MI,"Chippewa, MI",23160,Rural,30
Clare,MI,"Clare, MI",23170,Micro,20
Clinton,MI,"Clinton, MI",23180,Metro,10
Crawford,MI,"Crawford, MI",23190,Rural,30
Delta,MI,"Delta, MI",23200,Rural,30
Dickinson,MI,"Dickinson, MI",23210,Rural,30
Eaton,MI,"Eaton, MI",23220,Metro,10
Emmet,MI,"Emmet, MI",23230,Micro,20
Genesee,MI,"Genesee, MI",23240,Metro,10
Gladwin,MI,"Gladwin, MI",23250,Micro,20
Gogebic,MI,"Gogebic, MI",23260,Rural,30
Grand Traverse,MI,"Grand Traverse, MI",23270,Metro,10
Gratiot,MI,"Gratiot, MI",23280,Micro,20
Hillsdale,MI,"Hillsdale, MI",23290,Micro,20
Houghton,MI,"Houghton, MI",23300,Rural,30
Huron,MI,"Huron, MI",23310,Rural,30
Ingham,MI,"Ingham, MI",23320,Metro,10
Ionia,MI,"Ionia, MI",23330,Metro,10
Iosco,MI,"Iosco, MI",23340,Rural,30
Iron,MI,"Iron, MI",23350,CEAC,60
Isabella,MI,"Isabella, MI",23360,Metro,10
Jackson,MI,"Jackson, MI",23370,Metro,10
Kalamazoo,MI,"Kalamazoo, MI",23380,Metro,10
Kalkaska,MI,"Kalkaska, MI",23390,Rural,30
Kent,MI,"Kent, MI",23400,Metro,10
Keweenaw,MI,"Keweenaw, MI",23410,CEAC,60
Lake,MI,"Lake, MI",23420,Rural,30
Lapeer,MI,"Lapeer, MI",23430,Metro,10
Leelanau,MI,"Leelanau, MI",23440,Micro,20
Lenawee,MI,"Lenawee, MI",23450,Metro,10
Livingston,MI,"Livingston, MI",23460,Metro,10
Luce,MI,"Luce, MI",23470,CEAC,60
Mackinac,MI,"Mackinac, MI",23480,Rural,30
Macomb,MI,"Macomb, MI",23490,Large Metro,5
Manistee,MI,"Manistee, MI",23500,Rural,30
Marquette,MI,"Marquette, MI",23510,Micro,20
Mason,MI,"Mason, MI",23520,Micro,20
Mecosta,MI,"Mecosta, MI",23530,Micro,20
Menominee,MI,"Menominee, MI",23540,Rural,30
Midland,MI,"Midland, MI",23550,Metro,10
Missaukee,MI,"Missaukee, MI",23560,Rural,30
Monroe,MI,"Monroe, MI",23570,Metro,10
Montcalm,MI,"Montcalm, MI",23580,Micro,20
Montmorency,MI,"Montmorency, MI",23590,Rural,30
Muskegon,MI,"Muskegon, MI",23600,Metro,10
Newaygo,MI,"Newaygo, MI",23610,Micro,20
Oakland,MI,"Oakland, MI",23620,Large Metro,5
Oceana,MI,"Oceana, MI",23630,Micro,20
Ogemaw,MI,"Ogemaw, MI",23640,Rural,30
Ontonagon,MI,"Ontonagon, MI",23650,CEAC,60
Osceola,MI,"Osceola, MI",23660,Rural,30
Oscoda,MI,"Oscoda, MI",23670,Rural,30
Otsego,MI,"Otsego, MI",23680,Rural,30
Ottawa,MI,"Ottawa, MI",23690,Metro,10
Presque Isle,MI,"Presque Isle, MI",23700,Rural,30
Roscommon,MI,"Roscommon, MI",23710,Rural,30
Saginaw,MI,"Saginaw, MI",23720,Metro,10
St. Clair,MI,"St. Clair, MI",23730,Metro,10
St. Joseph,MI,"St. Joseph, MI",23740,Metro,10
Sanilac,MI,"Sanilac, MI",23750,Rural,30
Schoolcraft,MI,"Schoolcraft, MI",23760,CEAC,60
Shiawassee,MI,"Shiawassee, MI",23770,Metro,10
Tuscola,MI,"Tuscola, MI",23780,Micro,20
Van Buren,MI,"Van Buren, MI",23790,Metro,10
Washtenaw,MI,"Washtenaw, MI",23800,Metro,10
Wayne,MI,"Wayne, MI",23810,Large Metro,5
Wexford,MI,"Wexford, MI",23830,Micro,20
Aitkin,MN,"Aitkin, MN",24000,CEAC,60
Anoka,MN,"Anoka, MN",24010,Metro,10
Becker,MN,"Becker, MN",24020,Rural,30
Beltrami,MN,"Beltrami, MN",24030,Rural,30
Benton,MN,"Benton, MN",24040,Micro,20
Big Stone,MN,"Big Stone, MN",24050,Rural,30
Blue Earth,MN,"Blue Earth, MN",24060,Micro,20
Brown,MN,"Brown, MN",24070,Rural,30
Carlton,MN,"Carlton, MN",24080,Rural,30
Carver,MN,"Carver, MN",24090,Metro,10
Cass,MN,"Cass, MN",24100,Rural,30
Chippewa,MN,"Chippewa, MN",24110,Rural,30
Chisago,MN,"Chisago, MN",24120,Metro,10
Clay,MN,"Clay, MN",24130,Micro,20
Clearwater,MN,"Clearwater, MN",24140,CEAC,60
Cook,MN,"Cook, MN",24150,CEAC,60
Cottonwood,MN,"Cottonwood, MN",24160,Rural,30
Crow Wing,MN,"Crow Wing, MN",24170,Micro,20
Dakota,MN,"Dakota, MN",24180,Metro,10
Dodge,MN,"Dodge, MN",24190,Rural,30
Douglas,MN,"Douglas, MN",24200,Micro,20
Faribault,MN,"Faribault, MN",24210,Rural,30
Fillmore,MN,"Fillmore, MN",24220,Rural,30
Freeborn,MN,"Freeborn, MN",24230,Rural,30
Goodhue,MN,"Goodhue, MN",24240,Micro,20
Grant,MN,"Grant, MN",24250,Rural,30
Hennepin,MN,"Hennepin, MN",24260,Large Metro,5
Houston,MN,"Houston, MN",24270,Rural,30
Hubbard,MN,"Hubbard, MN",24280,Rural,30
Isanti,MN,"Isanti, MN",24290,Micro,20
Itasca,MN,"Itasca, MN",24300,Rural,30
Jackson,MN,"Jackson, MN",24310,Rural,30
Kanabec,MN,"Kanabec, MN",24320,Rural,30
Kandiyohi,MN,"Kandiyohi, MN",24330,Micro,20
Kittson,MN,"Kittson, MN",24340,CEAC,60
Koochiching,MN,"Koochiching, MN",24350,CEAC,60
Lac qui Parle,MN,"Lac qui Parle, MN",24360,CEAC,60
Lake,MN,"Lake, MN",24370,CEAC,60
Lake of the Woods,MN,"Lake of the Woods, MN",24380,CEAC,60
Le Sueur,MN,"Le Sueur, MN",24390,Micro,20
Lincoln,MN,"Lincoln, MN",24400,Rural,30
Lyon,MN,"Lyon, MN",24410,Rural,30
McLeod,MN,"McLeod, MN",24420,Micro,20
Mahnomen,MN,"Mahnomen, MN",24430,CEAC,60
Marshall,MN,"Marshall, MN",24440,CEAC,60
Martin,MN,"Martin, MN",24450,Rural,30
Meeker,MN,"Meeker, MN",24460,Rural,30
Mille Lacs,MN,"Mille Lacs, MN",24470,Rural,30
Morrison,MN,"Morrison, MN",24480,Rural,30
Mower,MN,"Mower, MN",24490,Micro,20
Murray,MN,"Murray, MN",24500,Rural,30
Nicollet,MN,"Nicollet, MN",24510,Micro,20
Nobles,MN,"Nobles, MN",24520,Rural,30
Norman,MN,"Norman, MN",24530,CEAC,60
Olmsted,MN,"Olmsted, MN",24540,Metro,10
Otter Tail,MN,"Otter Tail, MN",24550,Micro,20
Pennington,MN,"Pennington, MN",24560,Rural,30
Pine,MN,"Pine, MN",24570,Rural,30
Pipestone,MN,"Pipestone, MN",24580,Rural,30
Polk,MN,"Polk, MN",24590,Rural,30
Pope,MN,"Pope, MN",24600,Rural,30
Ramsey,MN,"Ramsey, MN",24610,Large Metro,5
Red Lake,MN,"Red Lake, MN",24620,CEAC,60
Redwood,MN,"Redwood, MN",24630,Rural,30
Renville,MN,"Renville, MN",24640,Rural,30
Rice,MN,"Rice, MN",24650,Metro,10
Rock,MN,"Rock, MN",24660,Rural,30
Roseau,MN,"Roseau, MN",24670,CEAC,60
St. Louis,MN,"St. Louis, MN",24680,Metro,15
Scott,MN,"Scott, MN",24690,Metro,10
Sherburne,MN,"Sherburne, MN",24700,Metro,10
Sibley,MN,"Sibley, MN",24710,Rural,30
Stearns,MN,"Stearns, MN",24720,Metro,10
Steele,MN,"Steele, MN",24730,Micro,20
Stevens,MN,"Stevens, MN",24740,Rural,30
Swift,MN,"Swift, MN",24750,Rural,30
Todd,MN,"Todd, MN",24760,Rural,30
Traverse,MN,"Traverse, MN",24770,CEAC,60
Wabasha,MN,"Wabasha, MN",24780,Rural,30
Wadena,MN,"Wadena, MN",24790,Rural,30
Waseca,MN,"Waseca, MN",24800,Rural,30
Washington,MN,"Washington, MN",24810,Metro,10
Watonwan,MN,"Watonwan, MN",24820,Rural,30
Wilkin,MN,"Wilkin, MN",24830,CEAC,60
Winona,MN,"Winona, MN",24840,Micro,20
Wright,MN,"Wright, MN",24850,Metro,10
Yellow Medicine,MN,"Yellow Medicine, MN",24860,Rural,30
Adams,MS,"Adams, MS",25000,Micro,20
Alcorn,MS,"Alcorn, MS",25010,Micro,20
Amite,MS,"Amite, MS",25020,Rural,30
Attala,MS,"Attala, MS",25030,Rural,30
Benton,MS,"Benton, MS",25040,Rural,30
Bolivar,MS,"Bolivar, MS",25050,Rural,30
Calhoun,MS,"Calhoun, MS",25060,Rural,30
Carroll,MS,"Carroll, MS",25070,Rural,30
Chickasaw,MS,"Chickasaw, MS",25080,Rural,30
Choctaw,MS,"Choctaw, MS",25090,Rural,30
Claiborne,MS,"Claiborne, MS",25100,Rural,30
Clarke,MS,"Clarke, MS",25110,Rural,30
Clay,MS,"Clay, MS",25120,Rural,30
Coahoma,MS,"Coahoma, MS",25130,Rural,30
Copiah,MS,"Copiah, MS",25140,Rural,30
Covington,MS,"Covington, MS",25150,Rural,30
DeSoto,MS,"DeSoto, MS",25160,Metro,10
Forrest,MS,"Forrest, MS",25170,Metro,10
Franklin,MS,"Franklin, MS",25180,Rural,30
George,MS,"George, MS",25190,Rural,30
Greene,MS,"Greene, MS",25200,Rural,30
Grenada,MS,"Grenada, MS",25210,Micro,20
Hancock,MS,"Hancock, MS",25220,Micro,20
Harrison,MS,"Harrison, MS",25230,Metro,10
Hinds,MS,"Hinds, MS",25240,Metro,10
Holmes,MS,"Holmes, MS",25250,Rural,30
Humphreys,MS,"Humphreys, MS",25260,Rural,30
Issaquena,MS,"Issaquena, MS",25270,CEAC,60
Itawamba,MS,"Itawamba, MS",25280,Rural,30
Jackson,MS,"Jackson, MS",25290,Metro,10
Jasper,MS,"Jasper, MS",25300,Rural,30
Jefferson,MS,"Jefferson, MS",25310,Rural,30
Jefferson Davis,MS,"Jefferson Davis, MS",25320,Rural,30
Jones,MS,"Jones, MS",25330,Micro,20
Kemper,MS,"Kemper, MS",25340,Rural,30
Lafayette,MS,"Lafayette, MS",25350,Micro,20
Lamar,MS,"Lamar, MS",25360,Metro,15
Lauderdale,MS,"Lauderdale, MS",25370,Metro,10
Lawrence,MS,"Lawrence, MS",25380,Rural,30
Leake,MS,"Leake, MS",25390,Rural,30
Lee,MS,"Lee, MS",25400,Metro,10
Leflore,MS,"Leflore, MS",25410,Micro,20
Lincoln,MS,"Lincoln, MS",25420,Micro,20
Lowndes,MS,"Lowndes, MS",25430,Metro,15
Madison,MS,"Madison, MS",25440,Metro,15
Marion,MS,"Marion, MS",25450,Rural,30
Marshall,MS,"Marshall, MS",25460,Micro,20
Monroe,MS,"Monroe, MS",25470,Rural,30
Montgomery,MS,"Montgomery, MS",25480,Rural,30
Neshoba,MS,"Neshoba, MS",25490,Micro,20
Newton,MS,"Newton, MS",25500,Rural,30
Noxubee,MS,"Noxubee, MS",25510,Rural,30
Oktibbeha,MS,"Oktibbeha, MS",25520,Micro,20
Panola,MS,"Panola, MS",25530,Rural,30
Pearl River,MS,"Pearl River, MS",25540,Micro,25
Perry,MS,"Perry, MS",25550,Rural,30
Pike,MS,"Pike, MS",25560,Micro,20
Pontotoc,MS,"Pontotoc, MS",25570,Micro,20
Prentiss,MS,"Prentiss, MS",25580,Micro,20
Quitman,MS,"Quitman, MS",25590,Rural,30
Rankin,MS,"Rankin, MS",25600,Metro,10
Scott,MS,"Scott, MS",25610,Rural,30
Sharkey,MS,"Sharkey, MS",25620,Rural,30
Simpson,MS,"Simpson, MS",25630,Rural,30
Smith,MS,"Smith, MS",25640,Rural,30
Stone,MS,"Stone, MS",25650,Rural,30
Sunflower,MS,"Sunflower, MS",25660,Rural,30
Tallahatchie,MS,"Tallahatchie, MS",25670,Rural,30
Tate,MS,"Tate, MS",25680,Micro,20
Tippah,MS,"Tippah, MS",25690,Rural,30
Tishomingo,MS,"Tishomingo, MS",25700,Rural,30
Tunica,MS,"Tunica, MS",25710,Rural,30
Union,MS,"Union, MS",25720,Micro,20
Walthall,MS,"Walthall, MS",25730,Rural,30
Warren,MS,"Warren, MS",25740,Micro,20
Washington,MS,"Washington, MS",25750,Micro,20
Wayne,MS,"Wayne, MS",25760,Rural,30
Webster,MS,"Webster, MS",25770,Rural,30
Wilkinson,MS,"Wilkinson, MS",25780,Rural,30
Winston,MS,"Winston, MS",25790,Rural,30
Yalobusha,MS,"Yalobusha, MS",25800,Rural,30
Yazoo,MS,"Yazoo, MS",25810,Rural,30
Adair,MO,"Adair, MO",26000,Rural,30
Andrew,MO,"Andrew, MO",26010,Rural,30
Atchison,MO,"Atchison, MO",26020,CEAC,60
Audrain,MO,"Audrain, MO",26030,Rural,30
Barry,MO,"Barry, MO",26040,Rural,30
Barton,MO,"Barton, MO",26050,Rural,30
Bates,MO,"Bates, MO",26060,Rural,30
Benton,MO,"Benton, MO",26070,Rural,30
Bollinger,MO,"Bollinger, MO",26080,Rural,30
Boone,MO,"Boone, MO",26090,Metro,10
Buchanan,MO,"Buchanan, MO",26100,Metro,10
Butler,MO,"Butler, MO",26110,Micro,20
Caldwell,MO,"Caldwell, MO",26120,Rural,30
Callaway,MO,"Callaway, MO",26130,Micro,20
Camden,MO,"Camden, MO",26140,Micro,20
Cape Girardeau,MO,"Cape Girardeau, MO",26150,Metro,10
Carroll,MO,"Carroll, MO",26160,Rural,30
Carter,MO,"Carter, MO",26170,Rural,30
Cass,MO,"Cass, MO",26180,Metro,10
Cedar,MO,"Cedar, MO",26190,Rural,30
Chariton,MO,"Chariton, MO",26200,Rural,30
Christian,MO,"Christian, MO",26210,Metro,10
Clark,MO,"Clark, MO",26220,Rural,30
Clay,MO,"Clay, MO",26230,Metro,10
Clinton,MO,"Clinton, MO",26240,Rural,30
Cole,MO,"Cole, MO",26250,Metro,10
Cooper,MO,"Cooper, MO",26260,Rural,30
Crawford,MO,"Crawford, MO",26270,Rural,30
Dade,MO,"Dade, MO",26280,Rural,30
Dallas,MO,"Dallas, MO",26290,Rural,30
Daviess,MO,"Daviess, MO",26300,Rural,30
DeKalb,MO,"DeKalb, MO",26310,Rural,30
Dent,MO,"Dent, MO",26320,Rural,30
Douglas,MO,"Douglas, MO",26330,Rural,30
Dunklin,MO,"Dunklin, MO",26340,Micro,20
Franklin,MO,"Franklin, MO",26350,Metro,10
Gasconade,MO,"Gasconade, MO",26360,Rural,30
Gentry,MO,"Gentry, MO",26370,Rural,30
Greene,MO,"Greene, MO",26380,Metro,10
Grundy,MO,"Grundy, MO",26390,Rural,30
Harrison,MO,"Harrison, MO",26400,Rural,30
Henry,MO,"Henry, MO",26410,Rural,30
Hickory,MO,"Hickory, MO",26411,Rural,30
Holt,MO,"Holt, MO",26412,CEAC,60
Howard,MO,"Howard, MO",26440,Rural,30
Howell,MO,"Howell, MO",26450,Rural,30
Iron,MO,"Iron, MO",26460,Rural,30
Jackson,MO,"Jackson, MO",26470,Metro,10
Jasper,MO,"Jasper, MO",26480,Metro,10
Jefferson,MO,"Jefferson, MO",26490,Metro,10
Johnson,MO,"Johnson, MO",26500,Micro,20
Knox,MO,"Knox, MO",26510,CEAC,60
Laclede,MO,"Laclede, MO",26520,Rural,30
Lafayette,MO,"Lafayette, MO",26530,Micro,20
Lawrence,MO,"Lawrence, MO",26540,Micro,20
Lewis,MO,"Lewis, MO",26541,Rural,30
Lincoln,MO,"Lincoln, MO",26560,Micro,20
Linn,MO,"Linn, MO",26570,Rural,30
Livingston,MO,"Livingston, MO",26580,Rural,30
McDonald,MO,"McDonald, MO",26590,Rural,30
Macon,MO,"Macon, MO",26600,Rural,30
Madison,MO,"Madison, MO",26601,Rural,30
Maries,MO,"Maries, MO",26620,Rural,30
Marion,MO,"Marion, MO",26630,Micro,20
Mercer,MO,"Mercer, MO",26631,CEAC,60
Miller,MO,"Miller, MO",26650,Rural,30
Mississippi,MO,"Mississippi, MO",26660,Rural,30
Moniteau,MO,"Moniteau, MO",26670,Rural,30
Monroe,MO,"Monroe, MO",26680,Rural,30
Montgomery,MO,"Montgomery, MO",26690,Rural,30
Morgan,MO,"Morgan, MO",26700,Rural,30
New Madrid,MO,"New Madrid, MO",26710,Rural,30
Newton,MO,"Newton, MO",26720,Micro,20
Nodaway,MO,"Nodaway, MO",26730,Rural,30
Oregon,MO,"Oregon, MO",26740,Rural,30
Osage,MO,"Osage, MO",26750,Rural,30
Ozark,MO,"Ozark, MO",26751,Rural,30
Pemiscot,MO,"Pemiscot, MO",26770,Rural,30
Perry,MO,"Perry, MO",26780,Rural,30
Pettis,MO,"Pettis, MO",26790,Micro,20
Phelps,MO,"Phelps, MO",26800,Micro,20
Pike,MO,"Pike, MO",26810,Rural,30
Platte,MO,"Platte, MO",26820,Metro,10
Polk,MO,"Polk, MO",26821,Rural,30
