zcta,adult_population,presidential_votes,voter_percent_of_population
68441,160,153,0.95625
68442,292,173,0.592465753
68443,667,628,0.941529235
68444,47,56,1
68445,119,80,0.672268908
68446,2068,1566,0.757253385
68447,458,245,0.534934498
68448,325,205,0.630769231
68450,2732,1074,0.393118594
68452,83,48,0.578313253
68453,277,165,0.59566787
68454,515,404,0.784466019
68455,344,370,1
68456,945,630,0.666666667
68457,332,185,0.557228916
68458,125,85,0.68
68460,510,480,0.941176471
68461,557,587,1
68462,3154,2560,0.811667724
68463,1022,830,0.812133072
68464,438,262,0.598173516
68465,1589,1191,0.749528005
68466,1452,798,0.549586777
68467,7305,4911,0.672279261
68502,20694,12272,0.593022132
68503,11975,4597,0.38388309
68504,14177,6497,0.458277492
68505,12278,9838,0.801270565
68506,23183,16769,0.723331752
68507,11803,7837,0.663983733
68508,15614,2786,0.178429614
68510,16431,11194,0.681273203
68512,10312,7764,0.752909232
68514,54,84,1
68516,33843,27751,0.819992317
68517,417,349,0.836930456
68520,1862,976,0.524167562
68521,26878,15263,0.567862192
68522,10029,5520,0.550403829
68523,1043,1135,1
68524,4153,2531,0.60943896
68526,4868,4965,1
68527,652,536,0.82208589
68528,4843,2968,0.612843279
68531,399,35,0.087719298
68532,469,381,0.812366738
68601,21173,13255,0.626033155
68620,2037,1779,0.873343152
68621,374,216,0.577540107
68622,178,170,0.95505618
68623,311,185,0.594855305
68624,771,557,0.722438392
68626,496,375,0.756048387
68627,540,355,0.657407407
68628,624,525,0.841346154
68629,960,712,0.741666667
68631,335,266,0.794029851
68632,2831,2007,0.708936771
68633,975,610,0.625641026
68634,423,181,0.427895981
68635,356,324,0.91011236
68636,1073,741,0.690587139
68637,300,161,0.536666667
68638,1325,841,0.634716981
68640,1055,766,0.726066351
68641,882,593,0.672335601
68642,1384,1002,0.723988439
68643,788,486,0.616751269
68644,490,433,0.883673469
68647,484,352,0.727272727
68648,235,288,1
68649,1536,1044,0.6796875
68651,1055,774,0.733649289
68652,486,484,0.995884774
68653,543,449,0.826887661
68654,390,336,0.861538462
68655,87,80,0.91954023
68658,630,391,0.620634921
68659,157,54,0.343949045
68660,957,568,0.593521421
68661,4937,2149,0.435284586
68662,1034,571,0.552224371
68663,483,388,0.803312629
68664,237,151,0.637130802
68665,745,527,0.70738255
68666,1157,924,0.798617113
68667,62,51,0.822580645
68669,384,235,0.611979167
68701,23008,13994,0.608223227
68710,588,489,0.831632653
68711,211,86,0.407582938
68713,1699,1226,0.721600942
68714,1022,675,0.660469667
68715,1123,834,0.742653606
68716,768,478,0.622395833
68717,198,108,0.545454545
68718,1323,935,0.706727135
68719,96,65,0.677083333
68720,255,190,0.745098039
68722,452,313,0.692477876
68723,393,277,0.704834606
68724,102,77,0.754901961
68725,396,308,0.777777778
68726,371,456,1
68727,594,415,0.698653199
68728,195,144,0.738461538
68729,1493,975,0.653047555
68730,1379,1095,0.794053662
68731,2005,978,0.487780549
68732,166,148,0.891566265
68733,953,549,0.576075551
68734,54,93,1
68735,528,533,1
68736,483,416,0.861283644
68739,2149,1756,0.817124244
68740,737,466,0.63229308
68741,556,397,0.714028777
68742,157,133,0.847133758
68743,392,399,1
68745,1134,878,0.774250441
68746,315,243,0.771428571
68747,78,97,1
68748,2270,1118,0.492511013
68749,48,40,0.833333333
68751,49,44,0.897959184
68752,593,468,0.78920742
68753,92,69,0.75
68755,246,146,0.593495935
68756,1450,1049,0.723448276
68757,575,446,0.775652174
68758,958,614,0.64091858
68759,152,168,1
68760,934,618,0.661670236
68761,303,223,0.735973597
68763,3538,2381,0.672979084
68764,699,402,0.575107296
68765,969,782,0.807017544
68766,325,228,0.701538462
68767,2568,1779,0.692757009
68768,502,296,0.589641434
68769,1287,909,0.706293706
68770,1078,913,0.846938776
68771,1138,830,0.729349736
68773,101,96,0.95049505
68774,162,185,1
68776,10310,4366,0.423472357
68777,477,443,0.928721174
68778,403,367,0.910669975
68779,1868,1312,0.70235546
68780,802,575,0.716957606
68781,1081,741,0.685476411
68783,754,568,0.75331565
68784,1418,864,0.609308886
68785,190,151,0.794736842
68786,709,618,0.871650212
68787,5239,2639,0.503722084
68788,3428,2356,0.687281214
68789,127,97,0.763779528
68790,725,429,0.591724138
68791,1334,900,0.674662669
68792,263,264,1
68801,21279,9823,0.461628836
68803,18523,11500,0.620849754
68810,737,390,0.52917232
68812,389,495,1
68813,395,326,0.825316456
68814,663,503,0.7586727
68815,436,383,0.878440367
68816,151,104,0.688741722
68817,235,224,0.953191489
68818,4188,3153,0.75286533
68820,263,216,0.821292776
68821,43,89,1
68822,3648,1725,0.472861842
68823,1795,1309,0.729247911
68824,1171,816,0.696840307
68825,769,324,0.421326398
68826,3143,2149,0.683741648
68827,460,372,0.808695652
68828,218,360,1
68831,653,475,0.727411945
68832,1540,1146,0.744155844
68833,251,196,0.780876494
68834,138,104,0.753623188
68835,470,239,0.508510638
68836,1334,944,0.707646177
68837,110,60,0.545454545
68838,176,169,0.960227273
68840,2343,1378,0.58813487
68841,387,397,1
68842,425,329,0.774117647
68843,598,531,0.887959866
68844,167,124,0.74251497
68845,16235,9674,0.595873114
68846,161,204,1
68847,12914,8596,0.665634195
68849,965,112,0.116062176
68850,8758,3443,0.393126285
68852,452,287,0.634955752
68853,1189,851,0.715727502
68854,663,448,0.67571644
68855,305,238,0.780327869
68856,528,473,0.895833333
68858,213,164,0.769953052
68859,425,278,0.654117647
68860,247,50,0.20242915
68861,74,73,0.986486486
68862,2388,1630,0.682579564
68863,787,565,0.717916137
68864,896,523,0.583705357
68865,780,603,0.773076923
68866,755,547,0.724503311
68869,1600,1181,0.738125
68870,442,309,0.699095023
68871,214,133,0.621495327
68872,627,503,0.802232855
68873,2520,1808,0.717460317
68874,640,1313,1
68875,496,291,0.586693548
68876,1110,737,0.663963964
68878,291,252,0.865979381
68879,356,300,0.842696629
68881,0,39,1
68882,280,246,0.878571429
68883,1828,1174,0.642231947
68901,20131,11740,0.58318017
68920,1300,796,0.612307692
68922,1048,721,0.687977099
68923,64,66,1
68924,935,658,0.703743316
68925,347,288,0.829971182
68926,433,388,0.896073903
68927,985,621,0.630456853
68928,256,214,0.8359375
68929,107,89,0.831775701
68930,1120,701,0.625892857
68932,381,234,0.614173228
68933,764,541,0.708115183
68934,112,111,0.991071429
68935,517,416,0.804642166
68936,192,113,0.588541667
68937,1420,1036,0.729577465
68938,402,324,0.805970149
68939,938,712,0.759061834
68940,412,303,0.735436893
68941,610,423,0.693442623
68942,252,258,1
68943,204,110,0.539215686
68944,945,605,0.64021164
68945,187,114,0.609625668
68946,12,34,1
68947,435,319,0.733333333
68948,264,192,0.727272727
68949,4939,3554,0.719578862
68950,303,155,0.511551155
68952,73,90,1
68954,18,51,1
68955,1534,1208,0.787483703
68956,1090,690,0.633027523
68957,503,356,0.707753479
68958,515,370,0.718446602
68959,2846,2219,0.779690794
68960,141,102,0.723404255
68961,549,431,0.785063752
68964,42,69,1
68966,500,359,0.718
68967,762,578,0.758530184
68969,16,23,1
68970,1112,661,0.59442446
68971,297,289,0.973063973
68972,136,107,0.786764706
68973,292,260,0.890410959
68974,155,99,0.638709677
68975,75,106,1
68976,283,175,0.618374558
68977,174,180,1
68978,1811,1110,0.612921038
68979,1309,1078,0.823529412
68980,338,220,0.650887574
68981,293,153,0.5221843
68982,450,373,0.828888889
69001,6900,4595,0.665942029
69020,390,221,0.566666667
69021,1065,681,0.63943662
69022,1410,882,0.625531915
69023,204,246,1
69024,977,634,0.648925281
69025,872,525,0.60206422
69026,158,98,0.620253165
69027,16,75,1
69028,670,448,0.668656716
69029,327,199,0.608562691
69030,178,147,0.825842697
69032,410,270,0.658536585
69033,1960,1251,0.638265306
69034,749,516,0.688918558
69036,74,56,0.756756757
69037,93,54,0.580645161
69038,415,245,0.590361446
69039,83,83,1
69040,460,316,0.686956522
69041,56,84,1
69042,15,22,1
69043,358,285,0.796089385
69044,586,399,0.680887372
69045,878,513,0.58428246
69046,110,113,1
69101,22105,13661,0.618004976
69120,886,615,0.694130926
69121,262,247,0.942748092
69122,531,362,0.68173258
69123,642,488,0.760124611
69125,288,174,0.604166667
69127,676,404,0.597633136
69128,121,163,1
69129,941,695,0.738575983
69130,3874,2340,0.604026846
69131,539,318,0.589981447
69132,79,58,0.734177215
69133,359,199,0.554317549
69134,353,179,0.507082153
69135,64,44,0.6875
69138,2927,2139,0.730782371
69140,1353,937,0.692535107
69141,314,230,0.732484076
69142,86,90,1
69143,1123,814,0.724844167
69144,124,108,0.870967742
69145,2459,1560,0.634404229
69146,266,201,0.755639098
69147,403,443,1
69148,103,121,1
69149,564,384,0.680851064
69150,258,261,1
69151,643,475,0.738724728
69152,682,545,0.799120235
69153,4437,2953,0.665539779
69154,917,750,0.817884406
69155,856,519,0.606308411
69156,524,376,0.717557252
69157,73,14,0.191780822
69161,70,53,0.757142857
69162,5542,3520,0.635149765
69163,755,520,0.688741722
69165,1474,942,0.639077341
69166,522,389,0.745210728
69167,261,247,0.946360153
69168,188,151,0.803191489
69169,401,314,0.783042394
69170,221,212,0.959276018
69171,9,12,1
69201,2842,2042,0.718508093
69210,1781,1282,0.719820326
69211,326,209,0.641104294
69212,194,114,0.587628866
69214,235,124,0.527659574
69216,87,90,1
69217,403,316,0.784119107
69218,247,143,0.578947368
69219,160,54,0.3375
69220,26,37,1
69221,109,139,1
69301,7057,4585,0.649709508
69331,50,32,0.64
69333,261,146,0.559386973
69334,1545,1184,0.766343042
69335,20,30,1
69336,1866,1271,0.68113612
69337,5783,3120,0.539512364
69339,1154,800,0.693240901
69340,40,69,1
69341,8039,4946,0.615250653
69343,1843,1170,0.634834509
69345,348,270,0.775862069
69346,465,358,0.769892473
69347,1186,682,0.575042159
69348,1238,774,0.625201939
69350,299,249,0.83277592
69351,190,135,0.710526316
69352,540,263,0.487037037
69353,22,22,1
69354,60,50,0.833333333
69355,154,61,0.396103896
69356,1439,824,0.572619875
69357,2699,1641,0.608002964
69358,1510,900,0.59602649
69360,983,638,0.649033571
69361,12926,6957,0.538217546
69365,19,25,1
69366,216,162,0.75
69367,302,154,0.509933775
80758,NA,2,NA
82082,NA,11,NA
03031,8753,8174,0.933851251
03032,4333,3873,0.893837988
03033,3851,3629,0.942352636
03034,3368,2820,0.837292162
03036,4034,3459,0.857461577
03037,3506,3178,0.906446092
03038,26510,18041,0.680535647
03042,5604,4391,0.783547466
03043,1281,1166,0.910226386
03044,3754,2810,0.748534896
03045,10795,7813,0.723761
03046,2094,2022,0.965616046
03047,1531,1022,0.667537557
03048,2845,1970,0.692442882
03049,6198,5752,0.928041304
03051,20291,14636,0.721305012
03052,6625,5340,0.806037736
03053,19868,15725,0.791473727
03054,20339,16663,0.819263484
03055,12052,8977,0.744855626
03057,2061,1811,0.87869966
03060,23645,12603,0.533009093
03062,22910,16080,0.70187691
03063,13514,9461,0.700088797
03064,11433,7236,0.632904749
03070,4226,3875,0.916942735
03071,3991,3127,0.783512904
03076,10798,8831,0.817836636
03077,8110,6020,0.742293465
03079,24119,17854,0.740246279
03082,1410,1085,0.769503546
03084,1097,955,0.870556062
03086,3208,2510,0.782418953
03087,10668,9908,0.928758905
03101,2604,1163,0.446620584
03102,26750,15131,0.56564486
03103,28870,16281,0.563941808
03104,27337,17002,0.621940959
03106,11585,8472,0.731290462
03109,8419,5707,0.677871481
03110,16747,14721,0.879023109
03215,153,370,1
03216,1925,1461,0.758961039
03217,1558,1216,0.780487805
03218,708,601,0.848870056
03220,6053,4124,0.68131505
03221,1629,1391,0.853898097
03222,4964,3510,0.707091056
03223,2860,2212,0.773426573
03224,1978,1698,0.858442872
03225,3023,2292,0.758187231
03226,909,806,0.886688669
03227,889,794,0.893138358
03229,4501,4163,0.924905577
03230,942,764,0.81104034
03231,262,137,0.522900763
03233,127,83,0.653543307
03234,3760,2914,0.775
03235,7287,4213,0.578152875
03237,1900,1466,0.771578947
03238,84,40,0.476190476
03240,1099,787,0.716105551
03241,683,678,0.992679356
03242,4041,2710,0.670626083
03243,759,632,0.832674572
03244,6066,4540,0.748433894
03245,1660,1418,0.854216867
03246,13518,8960,0.662819944
03249,5771,5286,0.915959106
03251,840,923,1
03253,5184,4388,0.846450617
03254,3485,3637,1
03255,1822,1668,0.915477497
03256,1929,1540,0.798341109
03257,3828,3226,0.842737722
03258,2076,1713,0.825144509
03259,378,316,0.835978836
03260,606,590,0.97359736
03261,3576,2869,0.802293065
03262,745,769,1
03263,3127,2090,0.668372242
03264,6114,3777,0.617762512
03266,1787,1400,0.783435926
03268,1063,848,0.797742239
03269,2367,2036,0.860160541
03273,223,228,1
03275,9235,6656,0.720736329
03276,6693,4640,0.693261617
03278,2343,2033,0.867690994
03279,669,438,0.65470852
03280,1060,798,0.752830189
03281,6904,5522,0.799826188
03282,775,609,0.785806452
03284,717,672,0.937238494
03285,2032,1723,0.847933071
03287,1318,913,0.692716237
03290,3912,3456,0.883435583
03291,37,28,0.756756757
03293,145,89,0.613793103
03301,27291,18654,0.68352204
03303,12760,8494,0.665673981
03304,5821,5499,0.944683044
03307,4614,3770,0.817078457
03431,21289,14124,0.663441214
03440,2345,1605,0.684434968
03441,145,184,1
03442,1199,837,0.698081735
03443,298,493,1
03444,1222,1117,0.914075286
03445,597,420,0.703517588
03446,5055,3344,0.661523244
03447,1945,1383,0.711053985
03448,647,514,0.794435858
03449,1486,1293,0.870121131
03450,823,753,0.914945322
03451,3174,1926,0.606805293
03452,4242,3009,0.709335219
03455,1955,1284,0.656777494
03456,613,496,0.8091354
03457,649,536,0.825885978
03458,5916,4669,0.789215686
03461,4827,3657,0.757613424
03462,961,1035,1
03464,891,764,0.857463524
03465,1581,1123,0.71030993
03466,1495,885,0.591973244
03467,1390,1112,0.8
03470,3905,2519,0.645070423
03561,4949,3134,0.633259244
03570,8636,4065,0.47070403
03574,2221,1660,0.747411076
03575,40,87,1
03576,2395,1484,0.619624217
03579,273,260,0.952380952
03580,1276,1047,0.820532915
03581,2593,1938,0.747396838
03582,1961,1229,0.626721061
03583,728,663,0.910714286
03584,2895,1847,0.637996546
03585,2337,1450,0.620453573
03586,525,468,0.891428571
03588,1355,980,0.723247232
03590,759,442,0.582345191
03592,976,730,0.74795082
03593,353,276,0.781869688
03595,592,450,0.760135135
03597,369,214,0.579945799
03598,2630,1848,0.702661597
03601,372,304,0.817204301
03602,1979,1621,0.819100556
03603,4278,2643,0.617812062
03604,123,43,0.349593496
03605,705,730,1
03607,370,206,0.556756757
03608,2481,1765,0.711406691
03609,611,536,0.877250409
03740,584,521,0.892123288
03741,3385,2254,0.665878877
03743,10943,6212,0.567668829
03745,1235,965,0.781376518
03746,199,146,0.733668342
03748,4124,2893,0.701503395
03750,671,550,0.819672131
03751,388,416,1
03752,565,481,0.851327434
03753,2348,2439,1
03754,27,41,1
03755,9318,6648,0.713457824
03765,456,230,0.504385965
03766,7909,5414,0.684536604
03768,1399,1305,0.932809149
03770,386,373,0.966321244
03771,730,521,0.71369863
03773,6449,3952,0.612808187
03774,1683,898,0.533571004
03777,1241,824,0.663980661
03779,704,440,0.625
03780,340,190,0.558823529
03781,1672,1310,0.783492823
03782,2476,2131,0.860662359
03784,3381,2480,0.733510796
03785,1858,1200,0.645855759
03801,19074,15371,0.805861382
03809,2746,2743,0.998907502
03810,1430,1136,0.794405594
03811,5567,5088,0.913957248
03812,596,652,1
03813,2344,1933,0.824658703
03814,2027,1337,0.659595461
03816,1240,1095,0.883064516
03817,806,354,0.439205955
03818,2938,2222,0.756296801
03819,3548,2826,0.796505073
03820,25585,19226,0.751455931
03823,1354,1267,0.935745938
03824,15131,7819,0.516753684
03825,7022,5949,0.847194531
03826,1841,1705,0.926127105
03827,2498,2341,0.93714972
03830,1694,1037,0.612160567
03832,266,311,1
03833,17661,14781,0.836928826
03835,5506,3452,0.626952416
03836,1181,1091,0.923793395
03837,1075,989,0.92
03838,914,802,0.877461707
03839,3033,2284,0.753049786
03840,3053,2925,0.958074026
03841,5130,4370,0.851851852
03842,12959,11423,0.881472336
03844,1940,1720,0.886597938
03845,1040,766,0.736538462
03846,735,765,1
03847,363,170,0.468319559
03848,5098,4027,0.789917615
03849,1117,1086,0.97224709
03850,233,299,1
03851,3284,2220,0.676004872
03852,459,307,0.668845316
03853,443,483,1
03854,707,902,1
03855,2100,1868,0.88952381
03856,1329,1253,0.942814146
03857,7500,6052,0.806933333
03858,4013,3002,0.748068776
03860,3384,2406,0.710992908
03861,3656,2973,0.813183807
03862,3673,3454,0.940375715
03864,1515,974,0.64290429
03865,6298,4617,0.73308987
03867,17464,11482,0.657466789
03868,4261,3149,0.739028397
03869,2050,1698,0.828292683
03870,4514,4304,0.953478068
03871,173,113,0.653179191
03872,3057,2544,0.83218842
03873,4827,3793,0.785788274
03874,7603,4721,0.620939103
03875,951,568,0.597266036
03878,9522,6104,0.641041798
03882,1272,913,0.717767296
03883,199,114,0.572864322
03884,3105,2786,0.89726248
03885,5733,5474,0.954822955
03886,1365,1308,0.958241758
03887,1716,1283,0.747668998
03890,134,188,1
03894,5527,4811,0.870454134
07001,14299,7371,0.515490594
07002,49775,27454,0.551562029
07003,39067,25440,0.651188983
07004,5869,4947,0.842903391
07005,11762,9467,0.804880122
07006,20292,16249,0.80075892
07008,18007,9383,0.521075137
07009,10304,8188,0.794642857
07010,21092,10333,0.489901384
07011,31337,19120,0.610141366
07012,9965,5645,0.566482689
07013,22073,13047,0.59108413
07014,4105,2501,0.609257004
07016,18422,15041,0.816469439
07017,27687,15669,0.565933471
07018,21239,9873,0.464852394
07020,10096,5105,0.5056458
07021,1570,1448,0.922292994
07022,11818,3810,0.322389575
07023,5536,4891,0.883489884
07024,31583,17774,0.562771111
07026,24620,11117,0.451543461
07027,3557,2596,0.729828507
07028,5216,4786,0.91756135
07029,15650,5598,0.357699681
07030,45787,27825,0.607705244
07031,12933,8197,0.633804995
07032,32348,14238,0.440150859
07033,6181,4376,0.707976056
07034,7468,4918,0.658543117
07035,8446,6195,0.733483306
07036,34704,19221,0.553855463
07039,22257,18223,0.818753651
07040,17725,15101,0.851960508
07041,4908,3959,0.806642217
07042,20248,15721,0.776422363
07043,8976,7981,0.889148841
07044,10630,9496,0.89332079
07045,8443,6650,0.787634727
07046,2981,2873,0.963770547
07047,48839,23080,0.472573149
07050,22795,10522,0.461592454
07052,37536,26179,0.697437127
07054,23926,15394,0.643400485
07055,47537,18620,0.39169489
07057,9626,4841,0.502908789
07058,3666,3528,0.962356792
07059,12162,10250,0.842789015
07060,34612,15851,0.457962556
07062,8862,4248,0.479350034
07063,10073,3854,0.382606969
07064,3038,1681,0.553324556
07065,23715,13942,0.587897955
07066,12922,9631,0.745318062
07067,14743,8155,0.553143865
07068,4708,4137,0.878717077
07069,4898,4033,0.823397305
07070,14497,10478,0.722770228
07071,18295,11127,0.608198961
07072,5159,3249,0.629773212
07073,7830,4496,0.574201788
07074,2113,1300,0.615238997
07075,7158,5575,0.77884884
07076,18831,15021,0.797674048
07077,2116,1249,0.59026465
07078,8889,7636,0.859039262
07079,13404,9843,0.734333035
07080,18720,12242,0.653952991
07081,13742,9874,0.718527143
07082,3745,3536,0.944192256
07083,45274,27774,0.613464682
07086,12158,6985,0.574518835
07087,52881,20318,0.384221176
07088,2894,1770,0.611610228
07090,21258,19019,0.894674946
07092,5262,4561,0.866780692
07093,50863,19039,0.37431925
07094,16249,9143,0.56268078
07095,15543,8965,0.576786978
07102,11046,3329,0.301376064
07103,24076,9916,0.411862436
07104,38172,13176,0.345174473
07105,40533,8686,0.214294525
07106,25868,10500,0.405906912
07107,27336,11576,0.423470881
07108,16028,8838,0.551410032
07109,28353,15778,0.556484323
07110,22572,16864,0.747120326
07111,40381,18439,0.456625641
07112,18971,10129,0.533920194
07114,10012,3216,0.321214543
07201,20849,6762,0.324332102
07202,31481,11735,0.372764525
07203,17018,9653,0.56722294
07204,10675,6647,0.622669789
07205,17263,9828,0.569310085
07206,18475,6151,0.332936401
07208,23029,9952,0.432150766
07302,39561,18643,0.471246935
07304,32676,15549,0.475853838
07305,48834,22830,0.46750215
07306,42096,19622,0.466125048
07307,32782,15455,0.471447746
07310,11632,3875,0.333132737
07311,333,239,0.717717718
07401,4738,4444,0.937948501
07403,6306,4491,0.712178877
07405,13742,11286,0.821277834
07407,15601,9787,0.627331581
07410,25698,19508,0.759125224
07416,4407,3106,0.704787838
07417,8566,7510,0.876721924
07418,1841,1280,0.695274307
07419,6865,5557,0.809468318
07420,4148,3011,0.725891996
07421,5801,4460,0.76883296
07422,5222,3767,0.721371122
07423,2847,2865,1
07424,21855,13956,0.638572409
07430,21392,14971,0.699841062
07432,5625,4600,0.817777778
07435,1924,1479,0.768711019
07436,9776,8366,0.855769231
07438,9111,6950,0.762814181
07439,1911,1419,0.742543171
07440,3317,3011,0.907747965
07442,8967,6416,0.715512434
07444,8861,7400,0.83512019
07446,11193,9678,0.864647548
07450,17589,15360,0.873273068
07452,8334,7900,0.947924166
07456,9456,7713,0.815672589
07457,3388,2528,0.746162928
07458,8614,7712,0.895286743
07460,2731,2162,0.79165141
07461,14482,11043,0.762532799
07462,5087,3920,0.770591704
07463,7572,6286,0.830163761
07465,5469,3807,0.696105321
07470,42701,32026,0.750005855
07480,12904,9743,0.755037198
07481,12625,11382,0.901544554
07495,0,0,NA
07501,23507,10359,0.440677245
07502,11859,5905,0.497934059
07503,13389,5852,0.437075211
07504,9290,4541,0.488805167
07505,2104,662,0.314638783
07506,15086,11238,0.744929073
07508,17736,11914,0.671741092
07512,9017,6394,0.709105024
07513,8897,3434,0.3859728
07514,12980,6477,0.498998459
07522,14264,6438,0.451346046
07524,9694,4234,0.436765009
07601,36507,17987,0.49270003
07603,6553,4437,0.677094461
07604,9732,7002,0.719482121
07605,7124,4497,0.631246491
07606,2032,1019,0.501476378
07607,7806,5417,0.693953369
07608,83,24,0.289156627
07620,1200,1080,0.9
07621,21207,13756,0.648653746
07624,6553,4737,0.722875019
07626,6303,4624,0.733618912
07627,3525,2942,0.834609929
07628,14250,10165,0.713333333
07630,5930,4698,0.792242833
07631,22612,13503,0.5971608
07632,4248,3286,0.77354049
07640,3486,3099,0.888984509
07641,2499,2270,0.908363345
07642,7746,6911,0.892202427
07643,9080,4588,0.505286344
07644,19247,10380,0.539304827
07645,6503,5158,0.793172382
07646,13007,9224,0.709156608
07647,4269,2989,0.700163973
07648,4587,3334,0.726836712
07649,6100,5303,0.869344262
07650,17405,6350,0.36483769
07652,21431,16174,0.754701134
07656,6794,5743,0.845304681
07657,9246,4966,0.537097123
07660,10253,6266,0.611138203
07661,8549,6596,0.771552228
07662,4659,3277,0.703369822
07663,11407,7810,0.68466731
07666,30739,22973,0.747356778
07670,10041,7945,0.791255851
07675,20719,17280,0.834017086
07676,7250,6171,0.851172414
07677,4464,4039,0.904793907
07701,18971,13697,0.721996732
07702,2990,2875,0.961538462
07703,132,450,1
07704,3839,4090,1
07711,1311,900,0.686498856
07712,30995,20067,0.647427004
07716,6728,5542,0.82372176
07717,1539,1327,0.862248213
07718,5438,3822,0.702831924
07719,17208,14074,0.817875407
07720,3662,2327,0.635445112
07721,2524,1825,0.723058637
07722,7411,6894,0.930238834
07723,562,545,0.96975089
07724,16810,12736,0.757644259
07726,33981,27792,0.817868809
07727,5146,4518,0.877963467
07728,43213,30842,0.713720408
07730,13338,10409,0.780401859
07731,29595,24025,0.811792533
07732,4301,2981,0.693094629
07733,12856,10961,0.852598009
07734,10049,5800,0.577171858
07735,14745,10622,0.72037979
07737,3182,2601,0.817410434
07738,4841,4297,0.887626523
07739,4256,4294,1
07740,23991,11217,0.467550331
07746,13774,12027,0.873166836
07747,24862,17985,0.72339313
07748,21137,18474,0.874012395
07750,2669,2401,0.899587861
07751,14563,12713,0.872965735
07753,30270,22400,0.740006607
07755,4496,3809,0.847197509
07756,2979,1912,0.641826116
07757,4588,3791,0.826285963
07758,3463,3037,0.876985273
07760,6249,6252,1
07762,7061,5979,0.846763914
07764,6246,4117,0.659141851
07801,19219,9833,0.511629117
07803,2763,2155,0.77994933
07820,8,31,1
07821,6811,5743,0.843194832
07822,574,553,0.963414634
07823,6688,4452,0.665669856
07825,7740,5912,0.763824289
07826,4843,3816,0.787941359
07827,3220,2259,0.701552795
07828,11255,8024,0.712927588
07830,5053,4383,0.867405502
07832,2782,2322,0.83465133
07833,107,91,0.85046729
07834,13943,11870,0.851323245
07836,9786,7250,0.740854282
07838,2369,2208,0.932038835
07840,24187,17322,0.716169843
07842,78,86,1
07843,9676,6818,0.704630012
07846,41,53,1
07847,1498,1044,0.696929239
07848,4102,3004,0.732325695
07849,7606,5437,0.714830397
07850,5042,4144,0.821896073
07851,56,74,1
07852,3078,2256,0.73294347
07853,9433,8834,0.936499523
07856,3498,2868,0.819897084
07857,2687,1683,0.626349088
07860,20672,15099,0.730408282
07863,3020,2317,0.767218543
07865,1494,1254,0.83935743
07866,18240,13994,0.767214912
07869,19630,15783,0.804024452
07870,30,17,0.566666667
07871,15200,13846,0.910921053
07874,6419,5340,0.831905281
07876,7921,6635,0.837646762
07878,480,492,1
07880,221,114,0.515837104
07881,6,3,0.5
07882,11518,8315,0.721913527
07885,7954,5701,0.716746291
07901,17030,13414,0.78766882
07920,20310,16655,0.820039389
07921,6428,4959,0.771468575
07922,9352,7732,0.826775021
07924,5660,4717,0.833392226
07926,9,84,1
07927,3000,2366,0.788666667
07928,13119,12417,0.946489824
07930,6139,5683,0.925720801
07931,2289,2184,0.95412844
07932,8091,5976,0.738598443
07933,2454,2159,0.879788101
07934,1069,973,0.910196445
07935,251,218,0.868525896
07936,9040,7632,0.844247788
07939,258,142,0.550387597
07940,13818,10235,0.740700536
07945,6776,6605,0.974763872
07946,2433,2087,0.857788738
07950,15472,11859,0.766481386
07960,36865,25921,0.703133053
07961,0,2,1
07970,169,81,0.479289941
07974,8987,7356,0.818515634
07976,664,566,0.852409639
07977,507,433,0.854043393
07979,430,402,0.934883721
07980,1845,1531,0.829810298
07981,7268,6161,0.847688498
08001,602,507,0.842192691
08002,18370,13827,0.752694611
08003,23411,19026,0.812694887
08004,9857,7160,0.726387339
08005,19171,15995,0.834333107
08006,319,497,1
08007,3884,3025,0.778836251
08008,6495,5558,0.855735181
08009,10110,7448,0.73669634
08010,8857,5431,0.613187309
08011,0,14,1
08012,30659,22796,0.74353371
08014,447,298,0.666666667
08015,15154,8513,0.56176587
08016,25455,18960,0.744843842
08019,794,438,0.55163728
08020,2319,1674,0.721862872
08021,34364,21085,0.613578163
08022,7609,6261,0.822841372
08023,253,235,0.928853755
08026,1700,1387,0.815882353
08027,3759,3106,0.826283586
08028,17362,9653,0.555984334
08029,4107,2657,0.646944242
08030,9881,5600,0.566744257
08031,9112,6128,0.672519754
08033,11680,11228,0.96130137
08034,14159,11276,0.796383925
08035,6055,5193,0.857638315
08036,4825,3911,0.810569948
08037,18693,12896,0.689883914
08038,79,73,0.924050633
08039,101,90,0.891089109
08041,690,635,0.920289855
08042,144,122,0.847222222
08043,23360,17331,0.741909247
08045,2325,1681,0.723010753
08046,25414,17637,0.693987566
08048,9451,7539,0.797693366
08049,4222,2954,0.699668404
08050,20046,16199,0.80809139
08051,8007,6873,0.858373923
08052,15159,9319,0.614750313
08053,35616,29781,0.836169137
08054,32938,27764,0.842916996
08055,21187,19412,0.916222212
08056,3365,3405,1
08057,15546,13923,0.895600154
08059,4525,3356,0.741657459
08060,19209,13762,0.716435004
08061,2044,2027,0.991682975
08062,11565,10685,0.923908344
08063,2408,1622,0.67358804
08064,206,127,0.616504854
08065,5818,4209,0.723444483
08066,6860,3972,0.579008746
08067,1217,1057,0.86852917
08068,5833,2907,0.498371336
08069,9773,5377,0.550189297
08070,9805,6841,0.697705252
08071,7562,5857,0.774530547
08072,184,118,0.641304348
