zcta,adult_population,presidential_votes,voter_percent_of_population
08073,115,125,1
08074,15,40,1
08075,22749,15626,0.686887336
08077,15298,12444,0.813439665
08078,6616,4526,0.684099154
08079,7456,5013,0.672344421
08080,29458,23778,0.807183108
08081,37956,27359,0.720808304
08083,7820,5236,0.669565217
08084,5583,3933,0.704459968
08085,15050,12333,0.819468439
08086,6148,4657,0.757482108
08087,20682,14868,0.718885988
08088,19149,16097,0.840618309
08089,3319,2292,0.690569449
08090,6359,5142,0.808617707
08091,4455,3265,0.7328844
08092,2813,2484,0.883043015
08093,7407,5305,0.716214392
08094,30749,23172,0.753585482
08095,39,130,1
08096,28055,20170,0.71894493
08097,2587,2080,0.804020101
08098,7282,5483,0.752952486
08102,5447,1934,0.35505783
08103,10646,3957,0.371688897
08104,14784,6365,0.430533009
08105,19170,7106,0.370683359
08106,7680,6102,0.79453125
08107,10388,7626,0.734116288
08108,14762,11471,0.777062729
08109,17398,10925,0.627945741
08110,13815,8598,0.622366992
08201,8184,5872,0.717497556
08202,1425,1008,0.707368421
08203,7796,5260,0.674704977
08204,15255,10838,0.710455588
08205,21842,15425,0.706208223
08210,13207,10330,0.782160975
08212,174,182,1
08215,11234,7063,0.628716397
08217,85,39,0.458823529
08221,5272,4620,0.876327769
08223,3401,2832,0.832696266
08224,393,334,0.849872774
08225,6423,5229,0.814105558
08226,9250,7641,0.826054054
08230,4120,3801,0.922572816
08232,14455,6743,0.466482186
08234,31365,24872,0.792985812
08240,2388,1277,0.534757119
08241,910,759,0.834065934
08242,2402,1915,0.79725229
08243,1957,1516,0.774655084
08244,8051,5715,0.709849708
08246,106,58,0.547169811
08247,891,565,0.634118967
08248,149,105,0.704697987
08251,7677,5392,0.702357692
08260,10964,7048,0.642831084
08270,6293,4912,0.780549817
08302,32949,15511,0.470757838
08310,1162,879,0.756454389
08311,1561,959,0.614349776
08312,6550,4577,0.698778626
08314,2725,559,0.205137615
08316,196,89,0.454081633
08317,1186,864,0.728499157
08318,9751,6980,0.715824018
08319,975,823,0.844102564
08320,1043,474,0.454458293
08321,121,118,0.975206612
08322,8535,6109,0.715758641
08323,475,501,1
08324,244,117,0.479508197
08326,1010,819,0.810891089
08327,3061,686,0.224109768
08328,1073,781,0.727865797
08329,290,86,0.296551724
08330,21483,15717,0.731601732
08332,26737,15869,0.593522085
08340,923,430,0.465872156
08341,1789,1041,0.581889324
08343,4089,3060,0.74834923
08344,3621,3329,0.919359293
08345,471,404,0.857749469
08346,661,457,0.691376702
08348,132,61,0.462121212
08349,1365,975,0.714285714
08350,570,448,0.785964912
08352,427,224,0.524590164
08353,310,274,0.883870968
08360,31628,19627,0.620557734
08361,14542,7730,0.531563746
08401,28705,12962,0.451558962
08402,5282,3834,0.725861416
08403,877,696,0.793614595
08406,8697,5127,0.589513625
08501,4878,4323,0.886223862
08502,8349,6857,0.821295964
08505,14012,10939,0.780687982
08510,4536,3367,0.742283951
08511,798,108,0.135338346
08512,8327,5710,0.685721148
08514,3976,2816,0.708249497
08515,4790,2165,0.451983299
08518,4308,2902,0.673630455
08520,20647,14453,0.700004843
08525,3927,3191,0.812579577
08527,43787,31950,0.729668623
08528,126,176,1
08530,6231,5082,0.815599422
08533,5033,3907,0.776276575
08534,9755,8492,0.870527934
08535,3715,3463,0.932166891
08536,14667,8248,0.562350856
08540,38369,24725,0.644400427
08542,5041,2556,0.507042254
08550,14596,11041,0.756440121
08551,4290,3794,0.884382284
08553,498,469,0.941767068
08554,3159,2211,0.699905033
08555,662,538,0.812688822
08558,5566,4021,0.722421847
08559,4415,3555,0.805209513
08560,3136,2306,0.735331633
08561,209,147,0.703349282
08562,3488,2019,0.578841743
08608,789,269,0.340937896
08609,9614,4458,0.463698773
08610,24171,15213,0.629390592
08611,19062,5602,0.293883118
08618,30506,15821,0.518619288
08619,17918,12636,0.705212635
08620,9561,7971,0.833699404
08628,7388,4710,0.637520303
08629,10496,4311,0.410727896
08638,17726,9503,0.536105156
08640,6667,1215,0.182240888
08641,2695,1132,0.420037106
08648,25864,16772,0.648468914
08690,15401,10357,0.672488799
08691,13114,9636,0.73478725
08701,52930,37248,0.703721897
08720,644,573,0.889751553
08721,16221,13561,0.836015042
08722,8459,5980,0.706939355
08723,25944,19021,0.733156028
08724,33442,25503,0.762603911
08730,3622,3608,0.996134732
08731,15844,12765,0.805667761
08732,1147,1025,0.893635571
08733,2034,1157,0.568829892
08734,7179,4881,0.679899707
08735,3624,2162,0.596578366
08736,10357,8751,0.844935792
08738,1137,692,0.608619173
08740,1341,1121,0.835943326
08741,2084,1652,0.792706334
08742,19644,16234,0.8264101
08750,2543,2637,1
08751,3707,1802,0.486107364
08752,1856,1416,0.762931034
08753,48996,37455,0.764450159
08755,20666,14868,0.719442563
08757,30023,22594,0.752556373
08758,6769,5153,0.761264589
08759,31166,23252,0.746069435
08801,6691,5498,0.821700792
08802,3012,2510,0.833333333
08804,2038,1708,0.838076546
08805,9374,4785,0.510454448
08807,29548,22738,0.769527548
08808,133,50,0.37593985
08809,5117,3893,0.760797342
08810,7022,4605,0.655796069
08812,10601,7597,0.716630507
08816,36842,26041,0.706829162
08817,34760,19134,0.550460299
08820,29561,16986,0.574608437
08821,377,228,0.604774536
08822,23626,19867,0.840895623
08823,7217,5057,0.700706665
08824,9203,6640,0.721503857
08825,3600,3126,0.868333333
08826,4155,3666,0.882310469
08827,3417,2789,0.816213052
08828,1981,1352,0.682483594
08829,2811,2329,0.828530772
08830,14350,8339,0.581114983
08831,41361,33225,0.803292957
08832,2456,1289,0.524837134
08833,6607,6001,0.908279098
08835,7706,4541,0.58928108
08836,2747,2306,0.83946123
08837,13212,6852,0.518619437
08840,12798,9773,0.763634943
08844,30560,24763,0.810307592
08846,10509,7214,0.686459225
08848,6825,5537,0.811282051
08850,6445,5038,0.781691234
08852,13729,9439,0.687522762
08853,3774,3542,0.938526762
08854,47576,24381,0.512464268
08857,31578,20562,0.651149534
08858,72,101,1
08859,17677,10532,0.595802455
08861,39238,16304,0.415515572
08863,9595,5565,0.579989578
08865,22969,14857,0.646828334
08867,4110,3246,0.789781022
08869,6504,3761,0.578259533
08872,15469,9160,0.592152046
08873,43883,27992,0.637877994
08876,17611,12512,0.71046505
08879,18162,11945,0.657691884
08880,3442,2165,0.62899477
08882,12385,6210,0.501413
08884,6521,4481,0.687164545
08886,5344,4192,0.784431138
08887,877,775,0.883694413
08889,8594,7056,0.821037933
08890,17,10,0.588235294
08901,44826,9616,0.21451836
08902,31633,18421,0.582334903
08904,10981,7029,0.640105637
79837,NA,35,NA
81137,NA,60,NA
86504,NA,108,NA
86515,NA,373,NA
87001,2587,1231,0.475840742
87002,17003,9549,0.561606775
87004,9483,5197,0.548033323
87005,219,265,1
87006,1379,380,0.275562001
87007,791,330,0.417193426
87008,1945,1766,0.907969152
87010,1000,877,0.877
87011,48,42,0.875
87012,163,153,0.938650307
87013,3987,2178,0.546275395
87014,502,323,0.643426295
87015,10483,7478,0.713345416
87016,2476,1506,0.608239095
87017,287,156,0.543554007
87018,375,241,0.642666667
87020,8530,3655,0.428487691
87021,2619,969,0.369988545
87022,623,258,0.414125201
87023,398,221,0.555276382
87024,1565,1208,0.771884984
87025,1074,784,0.729981378
87026,3116,1230,0.394736842
87027,264,165,0.625
87028,473,112,0.236786469
87029,236,132,0.559322034
87031,33422,17533,0.524594578
87032,205,113,0.551219512
87034,1399,559,0.399571122
87035,5874,3074,0.523323119
87036,1300,1026,0.789230769
87037,400,255,0.6375
87038,535,192,0.358878505
87040,356,156,0.438202247
87041,579,377,0.651122625
87042,2889,1775,0.614399446
87043,4348,4157,0.956071757
87044,226,168,0.743362832
87045,1187,673,0.566975569
87046,165,95,0.575757576
87047,3735,3741,1
87048,7692,6501,0.845163807
87049,1068,221,0.206928839
87051,1133,421,0.371579876
87052,2042,740,0.362389814
87053,955,457,0.478534031
87056,857,543,0.633605601
87059,8901,6033,0.677789012
87061,320,220,0.6875
87062,1081,430,0.397779833
87063,200,133,0.665
87064,73,95,1
87068,3663,2883,0.787059787
87070,180,16,0.088888889
87072,465,277,0.595698925
87083,431,320,0.742459397
87102,15870,8379,0.527977316
87104,10750,6884,0.640372093
87105,44653,19651,0.440082413
87106,21698,12317,0.567656005
87107,24678,15733,0.637531404
87108,29323,12933,0.441053098
87109,32539,20840,0.640462215
87110,31992,21048,0.657914479
87111,45995,34004,0.73929775
87112,33857,22951,0.677880497
87113,11814,7760,0.656847808
87114,50845,34182,0.672278493
87116,2565,756,0.294736842
87117,370,123,0.332432432
87120,49216,33321,0.677035923
87121,54664,22116,0.404580711
87122,14554,12632,0.867940085
87123,34658,18956,0.546944428
87124,42928,29908,0.696701454
87144,31430,22573,0.718199173
87301,16691,8341,0.499730394
87305,2497,1435,0.574689628
87310,801,465,0.580524345
87311,2875,1719,0.597913043
87312,335,244,0.728358209
87313,4573,2462,0.538377433
87315,160,107,0.66875
87316,807,641,0.794299876
87317,1372,624,0.454810496
87319,1616,676,0.418316832
87320,437,322,0.736842105
87321,1846,1110,0.601300108
87322,215,105,0.488372093
87323,2811,1751,0.622909996
87325,2308,1384,0.59965338
87326,1268,787,0.620662461
87327,6425,2676,0.416498054
87328,1568,612,0.390306122
87347,160,129,0.80625
87357,486,190,0.390946502
87364,793,439,0.553593947
87375,2278,1279,0.561457419
87401,33341,17388,0.52152005
87402,7499,5879,0.783971196
87410,12735,7720,0.606203377
87412,1380,368,0.266666667
87413,11942,6162,0.515993971
87415,1456,816,0.56043956
87416,3757,2075,0.552302369
87417,3795,2582,0.680368906
87418,790,498,0.630379747
87419,326,179,0.549079755
87420,8895,4670,0.525014053
87421,1306,766,0.586523737
87455,1267,788,0.621941594
87461,1063,591,0.555973659
87499,398,203,0.510050251
87501,13857,11636,0.839719997
87505,26283,19684,0.748925161
87506,11551,8159,0.706345771
87507,37228,19881,0.534033523
87508,16429,11778,0.716903037
87510,697,600,0.860832138
87511,1572,1107,0.704198473
87512,66,126,1
87513,642,578,0.900311526
87514,728,899,1
87515,297,186,0.626262626
87516,149,59,0.395973154
87517,249,238,0.955823293
87518,0,68,1
87519,334,253,0.75748503
87520,1209,747,0.617866005
87521,601,431,0.717138103
87522,2198,1470,0.668789809
87523,575,177,0.307826087
87524,92,105,1
87525,56,114,1
87527,309,520,1
87528,2227,861,0.38661877
87529,4304,2045,0.475139405
87530,705,521,0.739007092
87531,478,220,0.460251046
87532,14030,7069,0.503848895
87533,96,66,0.6875
87535,1160,740,0.637931034
87537,1922,997,0.518730489
87538,357,183,0.512605042
87539,25,138,1
87540,701,774,1
87543,97,99,1
87544,14379,12298,0.855275054
87548,1114,371,0.333034111
87549,456,540,1
87551,295,190,0.644067797
87552,2655,1303,0.490772128
87553,1128,475,0.421099291
87554,0,19,1
87556,1790,1123,0.627374302
87557,4948,3104,0.627324171
87558,383,401,1
87560,1136,713,0.627640845
87562,344,307,0.89244186
87564,203,178,0.876847291
87565,269,205,0.762081784
87566,2464,1237,0.502029221
87567,911,500,0.54884742
87569,429,205,0.477855478
87571,9811,6041,0.615737438
87573,32,15,0.46875
87574,123,72,0.585365854
87575,650,406,0.624615385
87577,245,272,1
87578,149,296,1
87579,864,391,0.452546296
87580,432,269,0.622685185
87581,33,84,1
87582,567,527,0.929453263
87583,204,77,0.37745098
87701,15472,7459,0.482096691
87710,1176,1018,0.865646259
87711,474,388,0.818565401
87712,156,175,1
87713,249,165,0.662650602
87714,832,524,0.629807692
87715,394,305,0.774111675
87718,331,279,0.842900302
87722,785,231,0.294267516
87723,344,224,0.651162791
87724,27,60,1
87728,287,201,0.700348432
87729,38,45,1
87730,22,21,0.954545455
87731,232,72,0.310344828
87732,1174,950,0.809199319
87733,82,112,1
87734,239,91,0.380753138
87735,77,42,0.545454545
87736,118,142,1
87740,5634,3227,0.572772453
87742,471,382,0.81104034
87743,232,275,1
87745,587,321,0.546848382
87746,55,53,0.963636364
87747,1399,661,0.472480343
87749,205,34,0.165853659
87750,0,3,1
87752,326,212,0.650306748
87753,86,77,0.895348837
87801,7088,4104,0.579006772
87820,93,83,0.892473118
87821,526,467,0.8878327
87823,656,424,0.646341463
87824,61,123,1
87825,1773,1238,0.698251551
87827,138,215,1
87828,338,200,0.591715976
87829,582,586,1
87830,1094,517,0.472577697
87831,221,54,0.244343891
87832,199,351,1
87901,5148,3266,0.634421134
87930,573,363,0.633507853
87931,694,344,0.495677233
87933,149,46,0.308724832
87935,1364,1141,0.836510264
87936,191,103,0.539267016
87937,2288,669,0.292395105
87939,78,81,1
87940,481,145,0.301455301
87941,498,204,0.409638554
87942,825,452,0.547878788
87943,172,143,0.831395349
88001,28335,11872,0.418987118
88002,886,299,0.337471783
88003,570,76,0.133333333
88004,857,266,0.310385064
88005,21270,11399,0.535919135
88007,17961,11349,0.63186905
88008,6009,2417,0.402229988
88009,60,35,0.583333333
88011,24057,17173,0.713846282
88012,21719,12574,0.578940099
88020,559,352,0.629695886
88021,13638,5082,0.372635284
88022,940,558,0.593617021
88023,1778,874,0.491563555
88024,73,51,0.698630137
88025,191,147,0.769633508
88026,1019,560,0.549558391
88027,224,168,0.75
88028,212,287,1
88029,886,454,0.51241535
88030,16835,7649,0.454351054
88032,213,69,0.323943662
88033,0,8,1
88034,46,48,1
88038,182,280,1
88039,482,313,0.649377593
88040,106,54,0.509433962
88041,1119,678,0.605898123
88042,237,109,0.459915612
88043,1068,717,0.671348315
88044,2589,1527,0.589803013
88045,2525,1453,0.575445545
88046,715,443,0.61958042
88047,1635,753,0.460550459
88048,1795,986,0.549303621
88049,325,254,0.781538462
88051,113,71,0.628318584
88052,185,61,0.32972973
88053,148,96,0.648648649
88055,48,63,1
88056,194,124,0.639175258
88061,14376,9416,0.654980523
88063,9628,2799,0.290714582
88065,430,341,0.793023256
88072,1505,482,0.320265781
88081,12473,3064,0.245650605
88101,34012,13824,0.406444784
88103,298,40,0.134228188
88112,173,67,0.387283237
88113,83,33,0.397590361
88114,25,15,0.6
88115,65,23,0.353846154
88116,324,235,0.725308642
88118,214,82,0.38317757
88119,1267,863,0.681136543
88120,203,126,0.620689655
88121,110,78,0.709090909
88124,959,532,0.554744526
88125,37,48,1
88126,33,16,0.484848485
88130,13277,6034,0.454470136
88132,195,94,0.482051282
88134,50,22,0.44
88135,960,627,0.653125
88136,26,16,0.615384615
88201,19770,11449,0.579109762
88203,21894,8594,0.392527633
88210,12269,7628,0.621729562
88220,28346,14455,0.509948494
88230,3448,1365,0.395881671
88231,2326,1167,0.50171969
88232,1774,730,0.411499436
88240,28454,11379,0.399908624
88242,5464,2567,0.469802343
88250,207,138,0.666666667
88252,1526,729,0.477719528
88253,732,326,0.445355191
88254,57,83,1
88255,24,30,1
88256,1273,735,0.577376277
88260,10344,4374,0.422853828
88262,6,12,1
88263,122,67,0.549180328
88264,17,18,1
88265,155,107,0.690322581
88267,819,550,0.671550672
88268,85,3,0.035294118
88301,852,759,0.89084507
88310,28670,14702,0.512800837
88311,1150,369,0.320869565
88312,2495,1658,0.664529058
88314,62,101,1
88316,1697,1349,0.794932233
88317,1342,1227,0.914307004
88318,313,231,0.738019169
88321,109,79,0.724770642
88323,0,8,1
88324,158,104,0.658227848
88325,679,563,0.82916053
88330,2607,310,0.118910625
88336,219,113,0.515981735
88337,1494,1214,0.812583668
88338,44,120,1
88339,613,468,0.763458401
88340,2572,615,0.23911353
88341,581,400,0.688468158
88342,41,20,0.487804878
88343,4,20,1
88344,23,96,1
88345,7035,4334,0.616062544
88346,2106,964,0.457739791
88347,62,64,1
88348,278,154,0.553956835
88349,12,45,1
88350,275,229,0.832727273
88351,143,117,0.818181818
88352,3832,2127,0.55506263
88353,237,181,0.76371308
88354,31,69,1
88355,0,14,1
88401,5007,2689,0.537048133
88410,65,78,1
88411,48,42,0.875
88414,23,22,0.956521739
88415,2858,1291,0.451714486
88416,33,102,1
88417,0,13,1
88418,159,162,1
88419,70,124,1
88421,0,7,1
88422,60,32,0.533333333
88424,25,66,1
88426,607,740,1
88427,200,61,0.305
88430,86,76,0.88372093
88431,34,23,0.676470588
88434,370,189,0.510810811
88435,2945,1583,0.537521222
88436,66,68,1
84034,NA,11,NA
89001,1076,585,0.543680297
89002,25757,21152,0.821213651
89003,731,394,0.538987688
89004,269,220,0.817843866
89005,13198,9750,0.738748295
89007,895,543,0.606703911
89008,844,652,0.772511848
89010,406,207,0.509852217
89011,22907,14964,0.653250098
89012,29236,20589,0.704234505
89013,257,236,0.918287938
89014,31082,19366,0.623061579
89015,32928,23037,0.699617347
89017,83,84,1
89018,4631,429,0.09263658
89019,1687,940,0.557202134
89020,830,396,0.477108434
89021,2130,1979,0.929107981
89022,0,47,1
89025,915,543,0.593442623
89026,0,34,1
89027,15543,11327,0.728752493
89029,7547,4362,0.577978005
89030,34132,11301,0.331096918
89031,49040,31833,0.649123165
89032,32677,18822,0.576001469
89039,149,106,0.711409396
89040,2916,1699,0.582647462
89042,861,501,0.581881533
89043,1381,626,0.453294714
89044,18269,16264,0.890251245
89045,1580,719,0.455063291
89046,328,302,0.920731707
89047,137,47,0.343065693
89048,17598,12740,0.723945903
89049,2075,1140,0.54939759
89052,43726,34917,0.798540914
89054,57,40,0.701754386
89060,8265,5626,0.680701754
89061,5267,4111,0.78052022
89074,40622,29192,0.718625375
89081,25880,15613,0.603284389
89084,20492,16477,0.804069881
89085,3177,2173,0.683978596
89086,4036,2413,0.597869177
89101,32453,9746,0.300311219
89102,29342,10918,0.372094608
89103,42675,16356,0.383268893
89104,29958,12936,0.431804526
89106,18551,8590,0.463047814
89107,29493,12759,0.432611128
89108,56052,24825,0.442892314
89109,6889,3525,0.511685295
89110,50988,21739,0.426355221
89113,25995,16988,0.65351029
89115,42473,14177,0.333788524
89117,45493,27899,0.613259183
89118,18105,9149,0.505330019
89119,42472,14034,0.330429459
89120,20385,11450,0.561687515
89121,49917,24748,0.495783
89122,37962,20489,0.539723934
89123,49979,29046,0.581164089
89124,1126,1636,1
89128,28679,17799,0.620628334
89129,43403,28650,0.66009262
89130,27417,18278,0.666666667
89131,36912,28125,0.761947334
89134,21676,18603,0.858230301
89135,22530,19045,0.845317355
89138,12654,10092,0.797534376
89139,30460,18750,0.615561392
89141,25996,18683,0.71868749
89142,25528,12420,0.4865246
89143,9324,6471,0.694015444
89144,15208,11324,0.744608101
89145,20486,12348,0.6027531
89146,15262,7242,0.47451186
89147,44898,23847,0.531137244
89148,41660,25369,0.608953433
89149,29716,22452,0.755552564
89156,21734,9458,0.4351707
89161,129,293,1
89166,18272,12533,0.685912872
89169,17293,6157,0.356040016
89178,30092,21318,0.708427489
89179,5238,3588,0.684994273
89183,31973,18223,0.569949645
89191,579,56,0.09671848
89301,6411,3225,0.503041647
89310,280,272,0.971428571
89311,101,134,1
89314,257,78,0.303501946
89316,849,708,0.833922261
89317,223,278,1
89318,805,550,0.683229814
89319,132,170,1
89402,16,73,1
89403,12552,9711,0.773661568
89404,0,24,1
89405,78,26,0.333333333
89406,18677,12826,0.68672699
89408,15505,10603,0.683843921
89409,109,76,0.697247706
89410,9021,7519,0.833499612
89411,537,937,1
89412,114,152,1
89413,676,626,0.926035503
89414,129,156,1
89415,2576,1829,0.710015528
89418,179,175,0.977653631
89419,4689,1656,0.353166987
