"STCNTY","Num_Alt_Services","Num_Mainstream_Services","Financial_Accessibility_County"
"29081",0,1,1
"29061",0,0,-1791
"29087",0,1,1
"29117",8,1,-7
"29129",0,1,1
"29079",3,1,-2
"29013",0,3,3
"29083",4,6,2
"29185",0,1,1
"29217",7,1,-6
"29015",5,3,-2
"29039",0,3,3
"29011",0,1,1
"29057",0,1,1
"29097",47,4,-43
"29109",0,3,3
"29145",16,5,-11
"29119",0,2,2
"29009",10,1,-9
"29125",0,2,2
"29151",0,3,3
"29019",37,14,-23
"29135",0,3,3
"29141",0,4,4
"29029",9,1,-8
"29131",3,1,-2
"29053",3,5,2
"29105",11,2,-9
"29051",23,18,-5
"29089",0,1,1
"29159",18,3,-15
"29085",0,0,-1791
"29161",15,3,-12
"29215",0,3,3
"29169",5,3,-2
"29059",0,1,1
"29229",0,8,8
"29091",20,1,-19
"29167",3,0,-3
"29077",87,26,-61
"29209",0,3,3
"29067",0,3,3
"29153",0,1,1
"29213",11,9,-2
"29043",17,3,-14
"29225",3,5,2
"05089",3,3,0
"05009",12,1,-11
"20005",0,2,2
"20043",0,2,2
"20087",0,1,1
"20103",6,7,1
"20045",15,12,-3
"20059",0,1,1
"20011",0,1,1
"20107",0,3,3
"20209",51,14,-37
"20091",137,28,-109
"20121",0,5,5
"20003",0,4,4
"20001",3,2,-1
"20013",3,2,-1
"20177",31,24,-7
"20031",0,1,1
"20197",0,3,3
"20139",0,7,7
"20117",0,1,1
"20131",0,6,6
"20149",0,2,2
"20201",0,4,4
"20111",4,3,-1
"20085",3,0,-3
"20041",0,2,2
"31133",0,2,2
"20037",6,2,-4
"20205",0,2,2
"20021",0,1,1
"20207",0,1,1
"20133",0,3,3
"20049",0,0,-1791
"20073",0,2,2
"20125",6,8,2
"20099",0,1,1
"20017",0,2,2
"20127",0,3,3
"20115",0,2,2
"20015",9,4,-5
"20079",0,3,3
"20029",0,1,1
"20157",0,2,2
"20183",0,3,3
"20089",0,1,1
"20147",0,1,1
"31169",0,0,-1791
"20173",127,50,-77
"20077",0,2,2
"20191",0,1,1
"20035",3,5,2
"20155",12,17,5
"20151",0,1,1
"20019",0,1,1
"20095",0,1,1
"20007",0,1,1
"20097",0,1,1
"20033",0,1,1
"20047",0,0,-1791
"20113",0,3,3
"20143",0,0,-1791
"20169",19,6,-13
"20105",0,1,1
"20123",0,1,1
"20053",0,1,1
"20159",0,3,3
"20141",0,1,1
"20009",0,2,2
"20167",0,3,3
"20165",0,1,1
"20135",0,1,1
"20101",0,0,-1791
"20145",0,1,1
"20195",0,0,-1791
"20083",0,1,1
"20185",0,0,-1791
"20057",6,2,-4
"20063",0,2,2
"20137",0,1,1
"20065",0,1,1
"20039",0,1,1
"20179",0,2,2
"20163",0,1,1
"20153",0,1,1
"20193",3,2,-1
"20023",0,2,2
"20109",0,0,-1791
"20181",0,1,1
"20199",0,0,-1791
"20071",0,0,-1791
"20055",9,3,-6
"20069",0,2,2
"20075",0,1,1
"20081",0,0,-1791
"20119",0,1,1
"20093",0,1,1
"20171",0,2,2
"20067",0,1,1
"20129",0,1,1
"20187",0,1,1
"20175",0,1,1
"20203",0,0,-1791
"20189",0,1,1
"31023",0,2,2
"31177",0,2,2
"31025",0,1,1
"31155",3,8,5
"31039",0,1,1
"31153",16,16,0
"31055",181,67,-114
"31109",50,25,-25
"31053",4,1,-3
"31173",0,2,2
"31043",4,2,-2
"31179",0,4,4
"31159",0,1,1
"31067",0,1,1
"31131",0,5,5
"31095",0,2,2
"31127",0,0,-1791
"31185",0,8,8
"31143",0,2,2
"31081",0,5,5
"31059",0,2,2
"31097",0,3,3
"31151",0,4,4
"31129",0,3,3
"31147",0,0,-1791
"31035",0,2,2
"31037",0,3,3
"31141",6,4,-2
"31011",0,3,3
"31183",0,0,-1791
"31125",0,0,-1791
"31077",0,3,3
"31121",0,2,2
"31167",0,0,-1791
"31003",0,2,2
"31071",0,0,-1791
"31119",0,3,3
"31139",0,3,3
"31051",0,1,1
"31089",0,1,1
"31017",0,2,2
"31115",0,1,1
"31149",0,1,1
"31027",0,7,7
"31107",0,2,2
"31015",0,0,-1791
"31103",0,1,1
"31079",4,2,-2
"31019",0,4,4
"31009",0,0,-1791
"31041",0,2,2
"31163",0,0,-1791
"31175",0,4,4
"31093",0,2,2
"31113",0,0,-1791
"31047",0,2,2
"31137",0,2,2
"31099",0,0,-1791
"31073",0,1,1
"31001",3,1,-2
"31083",0,2,2
"31065",0,2,2
"31181",0,1,1
"31061",0,2,2
"31063",0,0,-1791
"31085",0,1,1
"31087",0,1,1
"31145",0,1,1
"31057",0,1,1
"31029",0,1,1
"31111",4,2,-2
"31135",0,0,-1791
"31117",0,1,1
"31005",0,0,-1791
"31049",0,1,1
"31101",0,2,2
"31123",0,4,4
"31007",0,1,1
"31105",0,1,1
"31069",0,1,1
"31033",4,3,-1
"31031",0,2,2
"31171",0,0,-1791
"31091",0,0,-1791
"08115",0,1,1
"31013",0,4,4
"31161",0,1,1
"31075",0,0,-1791
"31157",6,4,-2
"31045",0,1,1
"22091",0,1,1
"22055",90,21,-69
"22097",42,1,-41
"22001",21,2,-19
"22039",8,1,-7
"22003",10,2,-8
"22053",9,2,-7
"22019",61,23,-38
"22011",11,4,-7
"22115",13,3,-10
"22079",45,26,-19
"22121",0,2,2
"22033",146,59,-87
"22037",0,2,2
"22013",0,2,2
"22027",3,1,-2
"22061",20,4,-16
"22069",9,2,-7
"22017",68,39,-29
"22015",34,19,-15
"22119",18,6,-12
"22081",0,1,1
"22031",6,1,-5
"22127",5,2,-3
"22085",5,1,-4
"22073",61,20,-41
"22083",6,1,-5
"22041",8,1,-7
"22067",13,2,-11
"22111",3,1,-2
"22049",5,1,-4
"22035",0,0,-1791
"22123",3,3,0
"22009",12,3,-9
"22025",0,4,4
"22059",4,2,-2
"22043",0,4,4
"22021",3,1,-2
"05069",15,10,-5
"05079",0,0,-1791
"05053",0,1,1
"05025",0,1,1
"05011",0,1,1
"05017",0,3,3
"05039",0,1,1
"05019",0,3,3
"05099",0,1,1
"05139",5,2,-3
"05027",3,1,-2
"05057",4,1,-3
"05073",0,1,1
"05081",0,2,2
"05091",10,4,-6
"05059",6,1,-5
"40079",33,7,-26
"05029",3,1,-2
"05001",3,2,-1
"05067",0,4,4
"05147",0,1,1
"05085",12,1,-11
"05145",17,4,-13
"05141",0,0,-1791
"05117",0,2,2
"05063",9,7,-2
"05095",0,1,1
"05123",3,2,-1
"05137",3,3,0
"05023",4,4,0
"05115",16,3,-13
"05037",0,1,1
"05035",13,1,-12
"05111",3,2,-1
"05031",32,2,-30
"05055",6,1,-5
"05075",3,3,0
"05021",0,3,3
"05121",3,2,-1
"05135",0,6,6
"05065",0,3,3
"05049",0,4,4
"05005",7,1,-6
"05101",0,2,2
"05015",3,7,4
"05129",0,0,-1791
"05087",0,3,3
"05143",57,7,-50
"05007",61,6,-55
"05033",11,3,-8
"40015",6,1,-5
"40051",14,1,-13
"40087",3,2,-1
"40109",254,80,-174
"40083",12,5,-7
"40017",26,9,-17
"40075",0,2,2
"40149",0,1,1
"40073",3,5,2
"40027",55,25,-30
"40119",25,2,-23
"40049",7,6,-1
"40099",0,1,1
"40011",0,2,2
"40081",4,2,-2
"40125",27,2,-25
"40039",14,7,-7
"40137",13,4,-9
"40047",16,3,-13
"40103",0,1,1
"40117",3,1,-2
"40069",0,0,-1791
"40019",23,3,-20
"40085",0,1,1
"40005",5,2,-3
"40095",4,3,-1
"40067",0,0,-1791
"40013",19,1,-18
"40065",11,2,-9
"40055",0,0,-1791
"40033",0,0,-1791
"40141",3,0,-3
"40057",0,2,2
"40009",7,1,-6
"40129",0,1,1
"40043",0,1,1
"40093",0,1,1
"40153",14,5,-9
"40053",0,3,3
"40151",0,1,1
"40059",0,1,1
"40045",0,0,-1791
"40007",0,2,2
"40139",10,1,-9
"40025",0,0,-1791
"40113",5,2,-3
"40147",11,3,-8
"40143",186,75,-111
"40145",14,1,-13
"40037",19,2,-17
"40107",0,0,-1791
"40035",5,2,-3
"40097",13,2,-11
"40111",18,5,-13
"40041",19,1,-18
"40115",14,1,-13
"40001",4,2,-2
"40021",17,2,-15
"40101",30,4,-26
"40091",11,1,-10
"40135",25,3,-22
"40061",0,2,2
"40023",9,2,-7
"40029",0,0,-1791
"40063",3,0,-3
"40077",3,1,-2
"40123",18,3,-15
"40071",19,2,-17
"40133",10,1,-9
"48113",878,105,-773
"48085",237,46,-191
"48121",156,29,-127
"48439",577,91,-486
"48397",11,1,-10
"48139",30,7,-23
"48349",23,4,-19
"48467",0,2,2
"48257",20,3,-17
"48213",21,1,-20
"48231",22,3,-19
"48423",70,19,-51
"48379",0,0,-1791
"48499",9,4,-5
"48277",26,4,-22
"48387",3,2,-1
"48147",11,2,-9
"48119",0,2,2
"48223",15,1,-14
"48063",0,2,2
"48459",5,4,-1
"48159",0,2,2
"48449",17,2,-15
"48067",6,6,0
"48315",0,1,1
"48343",0,1,1
"48183",71,18,-53
"48203",21,6,-15
"48401",12,1,-11
"48365",8,1,-7
"48419",7,1,-6
"48073",15,2,-13
"48001",14,3,-11
"48347",19,2,-17
"48161",0,2,2
"48289",0,1,1
"48225",4,1,-3
"48293",6,1,-5
"48455",0,1,1
"48313",0,1,1
"48471",21,3,-18
"48005",33,7,-26
"48351",0,0,-1791
"48405",0,1,1
"48403",0,1,1
"48241",10,5,-5
"48373",8,3,-5
"48457",6,2,-4
"48367",20,4,-16
"48251",48,4,-44
"48497",3,1,-2
"48221",13,1,-12
"48425",0,1,1
"48035",0,4,4
"48217",9,1,-8
"48363",4,3,-1
"48337",0,2,2
"48077",0,1,1
"48237",0,2,2
"48097",10,3,-7
"48009",0,0,-1791
"48503",4,2,-2
"48143",10,1,-9
"48429",3,1,-2
"48049",16,3,-13
"48093",0,4,4
"48133",0,4,4
"48193",0,2,2
"48333",0,0,-1791
"48083",0,2,2
"48331",10,2,-8
"48491",123,41,-82
"48145",0,1,1
"48281",0,2,2
"48309",91,29,-62
"48053",11,12,1
"48051",0,2,2
"48453",319,83,-236
"48395",0,1,1
"48319",0,3,3
"48411",0,1,1
"48307",3,0,-3
"48299",0,6,6
"48267",0,1,1
"48327",0,1,1
"48265",13,5,-8
"48137",0,1,1
"48157",172,41,-131
"48339",111,12,-99
"48185",3,0,-3
"48291",24,2,-22
"48473",3,3,0
"48199",14,12,-2
"48089",0,1,1
"48015",0,1,1
"48481",18,3,-15
"48477",12,3,-9
"48239",0,3,3
"48041",41,8,-33
"48287",0,4,4
"48469",34,11,-23
"48175",0,1,1
"48123",8,2,-6
"48177",9,1,-8
"48285",3,2,-1
"48019",0,2,2
"48325",15,2,-13
"48259",10,3,-7
"48013",15,1,-14
"48163",7,1,-6
"48091",34,6,-28
"48297",3,1,-2
"48385",0,1,1
"48171",0,1,1
"48493",11,1,-10
"48031",0,3,3
"48025",12,2,-10
"48187",25,7,-18
"48255",0,1,1
"48209",50,17,-33
"48021",10,3,-7
"48055",6,2,-4
"48149",3,1,-2
"48357",0,1,1
"48369",0,1,1
"48381",30,10,-20
"48069",0,1,1
"48195",0,2,2
"48303",72,19,-53
"48441",38,15,-23
"48151",0,2,2
"08001",103,24,-79
"08059",131,39,-92
"08005",180,46,-134
"08031",171,31,-140
"08035",56,26,-30
"08013",77,21,-56
"08014",19,7,-12
"08039",0,0,-1791
"08047",0,0,-1791
"08093",0,0,-1791
"08037",6,9,3
"08049",0,2,2
"08117",3,1,-2
"08107",0,1,1
"08057",0,1,1
"08019",0,0,-1791
"08015",0,3,3
"08065",0,0,-1791
"08103",0,2,2
"08069",55,28,-27
"08123",41,10,-31
"08087",4,3,-1
"08121",0,1,1
"08095",0,2,2
"08075",0,1,1
"08125",0,2,2
"08017",0,1,1
"08073",0,1,1
"08063",0,1,1
"08119",3,2,-1
"08043",3,5,2
"08071",0,1,1
"08061",0,0,-1791
"08009",0,1,1
"08089",0,2,2
"08025",0,0,-1791
"08055",0,1,1
"08099",0,3,3
"08011",0,1,1
"08023",0,1,1
"08027",0,0,-1791
"08003",0,2,2
"08021",0,2,2
"08007",0,2,2
"08067",5,1,-4
"08105",0,1,1
"08109",0,1,1
"08053",0,1,1
"08079",0,1,1
"08051",4,1,-3
"08085",4,4,0
"08111",0,0,-1791
"08033",0,0,-1791
"08113",0,0,-1791
"08091",0,2,2
"08029",3,3,0
"08077",27,12,-15
"08045",6,1,-5
"08081",0,2,2
"08097",0,3,3
"56015",0,4,4
"16071",0,1,1
"16037",0,1,1
"16059",0,1,1
"16081",0,1,1
"16069",11,8,-3
"16061",0,3,3
"16027",55,21,-34
"16075",8,2,-6
"16087",0,1,1
"53051",0,1,1
"04011",0,0,-1791
"04023",5,1,-4
"35021",0,0,-1791
"35023",0,0,-1791
"35009",23,2,-21
"35041",4,1,-3
"35037",0,2,2
"35005",23,6,-17
"35011",0,0,-1791
"35059",0,0,-1791
"06077",127,22,-105
"41055",0,1,1
"41003",16,10,-6
"41021",0,0,-1791
"53011",85,59,-26
"53017",3,3,0
"53025",6,7,1
"53001",0,2,2
"53043",0,1,1
"53005",30,19,-11
"53063",103,82,-21
"53075",0,6,6
"53065",3,4,1
"53019",0,1,1
"53021",9,9,0
"53071",10,7,-3
"53013",0,2,2
"53023",0,0,-1791
"53003",3,3,0
"02230",0,1,1
"66070",3,0,-3
"66160",3,0,-3
"66075",3,0,-3
"00000",0,194,194
"02261",0,2,2
"12025",0,1,1
"38000",0,1,1
"64005",0,2,2
"c(NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA)",0,1,1
"c(NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA)",0,1,1
