"ZCTA","Post.Office.Name","State","mortality_allcausemortalityrate_pop"
"02420","Lexington","MA",0.00520719299316406
"02421","Lexington","MA",0.00533971862792969
"02445","Brookline","MA",0.00567756958007812
"02446","Brookline","MA",0.00559442321777344
"02451","Waltham","MA",0.00553198486328125
"02452","Waltham","MA",0.00557791564941406
"02453","Waltham","MA",0.00530644592285156
"01451","Harvard","MA",0.00692472534179688
"01452","Hubbardston","MA",0.00713749816894531
"01453","Leominster","MA",0.00656924438476562
"01460","Littleton","MA",0.00591313354492188
"01462","Lunenburg","MA",0.00689294738769531
"01463","Pepperell","MA",0.00606867614746094
"01464","Shirley","MA",0.00545411071777344
"01467","Still River","MA",0.00702200866699219
"01468","Templeton","MA",0.00715918579101562
"01469","Townsend","MA",0.00616514709472656
"01473","Westminster","MA",0.00718490051269531
"01474","West Townsend","MA",0.00610949279785156
"01475","Winchendon","MA",0.00700836975097656
"01501","Auburn","MA",0.00703430297851563
"01503","Berlin","MA",0.00715601501464844
"01504","Blackstone","MA",0.00701400756835938
"01505","Boylston","MA",0.00694708801269531
"01506","Brookfield","MA",0.00681987121582031
"01507","Charlton","MA",0.00710336608886719
"01510","Clinton","MA",0.00676030639648437
"01515","East Brookfield","MA",0.00716299072265625
"01516","Douglas","MA",0.00686293029785156
"01518","Fiskdale","MA",0.00702373229980469
"01519","Grafton","MA",0.00672605285644531
"01520","Holden","MA",0.00692331420898437
"01521","Holland","MA",0.00743100524902344
"01522","Jefferson","MA",0.00703919494628906
"01523","Lancaster","MA",0.00685018127441406
"01524","Leicester","MA",0.00713946533203125
"01525","Linwood","MA",0.00714220092773438
"01527","Millbury","MA",0.00696202087402344
"01529","Millville","MA",0.007009189453125
"01531","New Braintree","MA",0.00722144348144531
"01532","Northborough","MA",0.00669937561035156
"01534","Northbridge","MA",0.00713285827636719
"01535","North Brookfield","MA",0.00717029235839844
"01536","North Grafton","MA",0.00658063293457031
"01537","North Oxford","MA",0.00678644836425781
"01540","Oxford","MA",0.00690913757324219
"01541","Princeton","MA",0.00697010131835937
"01542","Rochdale","MA",0.0070003369140625
"01543","Rutland","MA",0.00713269287109375
"01545","Shrewsbury","MA",0.00617722351074219
"01550","Southbridge","MA",0.00655764404296875
"01560","South Grafton","MA",0.00607856994628906
"01561","South Lancaster","MA",0.00681237670898437
"01562","Spencer","MA",0.00707363403320312
"01564","Sterling","MA",0.00702404296875
"01566","Sturbridge","MA",0.00707644470214844
"01568","Upton","MA",0.00679216796875
"01569","North Uxbridge","MA",0.00704272521972656
"01570","Webster","MA",0.00683189025878906
"01571","Dudley","MA",0.00698869323730469
"01581","Westborough","MA",0.00613548767089844
"01583","West Boylston","MA",0.00679253295898437
"01585","West Brookfield","MA",0.00708189208984375
"01588","Whitinsville","MA",0.00688575744628906
"01590","Manchaug","MA",0.0069873388671875
"01602","Worcester","MA",0.00656412292480469
"01603","Worcester","MA",0.0060769140625
"01604","Worcester","MA",0.00618713500976562
"01605","Worcester","MA",0.00606685668945312
"01606","Worcester","MA",0.00663687072753906
"01607","Worcester","MA",0.00618906188964844
"01608","Worcester","MA",0.00603338684082031
"01609","Worcester","MA",0.00628573913574219
"01610","Worcester","MA",0.00598001647949219
"01611","Cherry Valley","MA",0.0069136328125
"01612","Paxton","MA",0.00701047058105469
"01701","Framingham","MA",0.005854521484375
"01702","Framingham","MA",0.00510136413574219
"01718","Acton","MA",0.00503681732177734
"48755","Pigeon","MI",0.007951572265625
"48756","Prescott","MI",0.00865659423828125
"48757","Reese","MI",0.00792401672363281
"48759","Sebewaing","MI",0.00802891357421875
"48760","Silverwood","MI",0.00770492919921875
"48761","South Branch","MI",0.00852177917480469
"48762","Spruce","MI",0.00828746154785156
"48763","Tawas City","MI",0.00846218505859375
"48765","Turner","MI",0.00820838012695312
"48766","Twining","MI",0.00834322082519531
"48767","Unionville","MI",0.00800440551757813
"48768","Vassar","MI",0.00768512512207031
"48770","Whittemore","MI",0.00833293579101562
"48472","Argyle","MI",0.0085378466796875
"48473","Swartz Creek","MI",0.0085249853515625
"48475","Ubly","MI",0.00833456848144531
"48476","Vernon","MI",0.00825112976074219
"48502","Flint","MI",0.009211767578125
"48503","Flint","MI",0.00916891906738281
"48504","Flint","MI",0.00961112243652344
"48505","Flint","MI",0.00990979064941406
"48801","Alma","MI",0.00788408264160156
"48806","Ashley","MI",0.00789532531738281
"48807","Bannister","MI",0.00767518188476563
"48808","Bath","MI",0.00594178344726562
"48809","Belding","MI",0.0075485400390625
"48811","Carson City","MI",0.00570034484863281
"48813","Charlotte","MI",0.0070260107421875
"48815","Clarksville","MI",0.00777250671386719
"48816","Cohoctah","MI",0.00637596130371094
"48817","Corunna","MI",0.00814286315917969
"48818","Crystal","MI",0.00721951904296875
"48506","Flint","MI",0.00826871765136719
"48507","Flint","MI",0.0088476220703125
"48509","Burton","MI",0.00846671569824219
"48519","Burton","MI",0.00859616333007812
"48529","Burton","MI",0.0084098046875
"48532","Flint","MI",0.00870647216796875
"48551","Flint","MI",0
"48553","Flint","MI",0
"48554","Flint","MI",0
"48819","Dansville","MI",0.00742926330566406
"48820","DeWitt","MI",0.00610640014648437
"48821","Dimondale","MI",0.0070625830078125
"48822","Eagle","MI",0.00626460815429688
"48823","East Lansing","MI",0.00671088806152344
"48825","East Lansing","MI",0.00692837707519531
"48827","Eaton Rapids","MI",0.00713551086425781
"48829","Cedar Lake","MI",0.00723005310058594
"48831","Elsie","MI",0.006751484375
"48832","Elwell","MI",0.00820754272460937
"48834","Fenwick","MI",0.00738714172363281
"48835","Fowler","MI",0.00625543395996094
"48836","Fowlerville","MI",0.006431904296875
"49946","Lanse","MI",0.00806758361816406
"49947","Marenisco","MI",0.00514815307617188
"49948","Mass City","MI",0.00806024047851562
"49950","Mohawk","MI",0.007332333984375
"49952","Nisula","MI",0.00780078918457031
"48601","Saginaw","MI",0.00877534057617188
"48602","Saginaw","MI",0.00784909362792969
"48837","Grand Ledge","MI",0.00696786560058594
"48838","Greenville","MI",0.00731743225097656
"48840","Haslett","MI",0.00730713806152344
"48841","Henderson","MI",0.00794253845214844
"48842","Holt","MI",0.00733550354003906
"48843","Howell","MI",0.00638078735351563
"48845","Hubbardston","MI",0.00697475646972656
"48846","Ionia","MI",0.00639385864257812
"49953","Ontonagon","MI",0.007932919921875
"49955","Painesdale","MI",0.00794890502929687
"49958","Pelkie","MI",0.007906064453125
"49959","Ramsay","MI",0.00722005187988281
"49960","Rockland","MI",0.00814096069335937
"49961","Sidnaw","MI",0.00778500671386719
"49962","Skanee","MI",0.00834032775878906
"49963","South Range","MI",0.00751882019042969
"49965","Toivola","MI",0.007940419921875
"49967","Trout Creek","MI",0.00795855651855469
"49968","Wakefield","MI",0.00719121826171875
"48603","Saginaw","MI",0.00756040771484375
"48604","Saginaw","MI",0.00761797119140625
"48607","Saginaw","MI",0.00892433227539063
"48609","Saginaw","MI",0.00762047912597656
"48610","Alger","MI",0.00859832397460938
"48611","Auburn","MI",0.00808557983398438
"48612","Beaverton","MI",0.00826788330078125
"48613","Bentley","MI",0.00819371459960938
"48614","Brant","MI",0.00741605407714844
"48615","Breckenridge","MI",0.00767558044433594
"48616","Chesaning","MI",0.00762129211425781
"48617","Clare","MI",0.00880015991210937
"48618","Coleman","MI",0.00661664489746094
"48847","Ithaca","MI",0.00783500732421875
"48848","Laingsburg","MI",0.00744822692871094
"48849","Lake Odessa","MI",0.00709107299804687
"48850","Lakeview","MI",0.00749479858398438
"48851","Lyons","MI",0.007589521484375
"48852","McBrides","MI",0.00731973327636719
"48853","Maple Rapids","MI",0.00643064758300781
"49461","Whitehall","MI",0.00782090698242188
"49464","Zeeland","MI",0.00595072509765625
"49969","Watersmeet","MI",0.00431234069824219
"49970","Watton","MI",0.00805521850585937
"49971","White Pine","MI",0.0078656298828125
"48619","Comins","MI",0.00915503845214844
"48621","Fairview","MI",0.00910737548828125
"48622","Farwell","MI",0.00901498657226562
"48623","Freeland","MI",0.00749969177246094
"48624","Gladwin","MI",0.00842433227539062
"48625","Harrison","MI",0.00933601257324219
"48626","Hemlock","MI",0.00753848815917969
"48627","Higgins Lake","MI",0.00938930908203125
"48628","Edenville","MI",0.00684642517089844
"48629","Houghton Lake","MI",0.00928532897949219
"48630","Houghton Lake Heights","MI",0.00916073181152344
"49503","Grand Rapids","MI",0.00659222290039062
"49504","Grand Rapids","MI",0.00659531860351562
"49505","Grand Rapids","MI",0.006874462890625
"49506","Grand Rapids","MI",0.00697884033203125
"48631","Kawkawlin","MI",0.00814755432128906
"48632","Lake","MI",0.00867146240234375
"48633","Lake George","MI",0.00875312438964844
"48634","Linwood","MI",0.00826739990234375
"48635","Lupton","MI",0.00895846984863281
"48636","Luzerne","MI",0.00865858154296875
"48637","Merrill","MI",0.00756587158203125
"48638","Saginaw","MI",0.0076927294921875
"49507","Grand Rapids","MI",0.00683917419433594
"49508","Grand Rapids","MI",0.00679834228515625
"49509","Wyoming","MI",0.00620115112304688
"49512","Grand Rapids","MI",0.00684187683105469
"49519","Wyoming","MI",0.00650505065917969
"49525","Grand Rapids","MI",0.00670150512695313
"48640","Midland","MI",0.00634092224121094
"49080","Plainwell","MI",0.00720817810058594
"49082","Quincy","MI",0.00850937316894531
"49083","Richland","MI",0.00709483581542969
"49084","Riverside","MI",0.00753507080078125
"49085","Saint Joseph","MI",0.00766080200195312
"49087","Schoolcraft","MI",0.00699236450195312
"48041","Memphis","MI",0.00830543762207031
"49017","Battle Creek","MI",0.0083738037109375
"49021","Bellevue","MI",0.00711253234863281
"49022","Benton Harbor","MI",0.00909996215820313
"49024","Portage","MI",0.00683932373046875
"49026","Bloomingdale","MI",0.00825664611816406
"49027","Breedsville","MI",0.0072546337890625
"49028","Bronson","MI",0.0077924609375
"49029","Burlington","MI",0.00865791381835937
"49030","Burr Oak","MI",0.00810072875976563
"49031","Cassopolis","MI",0.00707366882324219
"49032","Centreville","MI",0.00827162963867187
"49033","Ceresco","MI",0.00863771911621094
"49034","Climax","MI",0.00715452880859375
"49036","Coldwater","MI",0.00758329162597656
"49037","Battle Creek","MI",0.00846419860839844
"49038","Coloma","MI",0.007739521484375
"49040","Colon","MI",0.00837449523925781
"49042","Constantine","MI",0.0079216064453125
"49043","Covert","MI",0.00764014038085938
"49045","Decatur","MI",0.00776443115234375
"49046","Cloverdale","MI",0.006928056640625
"49047","Dowagiac","MI",0.00659163269042969
"49048","Kalamazoo","MI",0.00702683288574219
"49050","Dowling","MI",0.00694358825683594
"49051","East Leroy","MI",0.00863516967773438
"49052","Fulton","MI",0.007344072265625
"49053","Galesburg","MI",0.00698668395996094
"49055","Gobles","MI",0.00823241394042969
"49056","Grand Junction","MI",0.00755811096191406
"49057","Hartford","MI",0.00744771728515625
"49058","Hastings","MI",0.00681771240234375
"49060","Hickory Corners","MI",0.006917197265625
"49061","Jones","MI",0.00729144470214844
"49064","Lawrence","MI",0.00762175842285156
"49065","Lawton","MI",0.00802363525390625
"49066","Leonidas","MI",0.00829460632324219
"49067","Marcellus","MI",0.00770211181640625
"49068","Marshall","MI",0.00864356689453125
"48042","Macomb","MI",0.007692734375
"48043","Mount Clemens","MI",0.00792700866699219
"48044","Macomb","MI",0.00770571472167969
"49070","Martin","MI",0.00740359313964844
"49071","Mattawan","MI",0.0079314306640625
"49072","Mendon","MI",0.00830447937011719
"49073","Nashville","MI",0.00690590087890625
"49074","Nazareth","MI",0.0071686865234375
"49075","Nottawa","MI",0.00844072204589844
"49076","Olivet","MI",0.00750299194335937
"49078","Otsego","MI",0.0073950927734375
"49079","Paw Paw","MI",0.00837458190917969
"48209","Detroit","MI",0.00760209411621094
"48466","Peck","MI",0.00839119140625
"48467","Port Austin","MI",0.00821251953125
"48468","Port Hope","MI",0.008104892578125
"48469","Port Sanilac","MI",0.00844164733886719
"48470","Ruth","MI",0.00807304321289063
"48471","Sandusky","MI",0.00827899597167969
"48210","Detroit","MI",0.00791824890136719
"48211","Detroit","MI",0.00913863647460937
"48212","Hamtramck","MI",0.00753163879394531
"48377","Novi","MI",0.00608383850097656
"48380","Milford","MI",0.0066335205078125
"48381","Milford","MI",0.00668625427246094
"48382","Commerce Township","MI",0.00662781860351563
"48383","White Lake","MI",0.00675243225097656
"48386","White Lake","MI",0.00670503723144531
"48390","Walled Lake","MI",0.00656615966796875
"48393","Wixom","MI",0.00661934997558594
"48397","Warren","MI",0
"48401","Applegate","MI",0.00833439331054688
"48411","Atlas","MI",0.0085419873046875
"48412","Attica","MI",0.00812401428222656
"48413","Bad Axe","MI",0.00797041137695313
"48414","Bancroft","MI",0.00813060791015625
"48415","Birch Run","MI",0.0076141748046875
"48416","Brown City","MI",0.00842605163574219
"48417","Burt","MI",0.00768078125
"48418","Byron","MI",0.0080509326171875
"48419","Carsonville","MI",0.00843521789550781
"48138","Grosse Ile","MI",0.00823873107910156
"48139","Hamburg","MI",0.00673507690429687
"48140","Ida","MI",0.00785937438964844
"48141","Inkster","MI",0.00931129516601563
"48143","Lakeland","MI",0
"48420","Clio","MI",0.00850220764160156
"48421","Columbiaville","MI",0.00826112487792969
"48422","Croswell","MI",0.00842420288085938
"48423","Davison","MI",0.00841367309570312
"48426","Decker","MI",0.00859469848632812
"48427","Deckerville","MI",0.00854524780273437
"48428","Dryden","MI",0.00813791931152344
"48429","Durand","MI",0.00808227722167969
"48430","Fenton","MI",0.00763869689941406
"48432","Filion","MI",0.00823381652832031
"48433","Flushing","MI",0.00849023803710938
"48434","Forestville","MI",0.0085038525390625
"48435","Fostoria","MI",0.00787966857910156
"48436","Gaines","MI",0.00861266052246094
"49861","Michigamme","MI",0.00786614074707031
"49862","Munising","MI",0.00646877075195313
"49863","Nadeau","MI",0.00681761901855469
"49864","Nahma","MI",0.007192431640625
"49866","Negaunee","MI",0.00758576965332031
"48144","Lambertville","MI",0.00781558898925781
"48145","La Salle","MI",0.00776302551269531
"48146","Lincoln Park","MI",0.00795962036132812
"48150","Livonia","MI",0.00815125854492187
"48152","Livonia","MI",0.00824578125
"48154","Livonia","MI",0.00821906494140625
"48157","Luna Pier","MI",0.00768408081054687
"48158","Manchester","MI",0.00605840026855469
"48159","Azalia","MI",0.00794814697265625
"48160","Milan","MI",0.00663407104492188
"48161","Monroe","MI",0.00786520568847656
"48162","Monroe","MI",0.00787159057617188
"48164","New Boston","MI",0.00826643005371094
"48165","New Hudson","MI",0.00665300048828125
"48166","Newport","MI",0.00783382629394531
"48167","Northville","MI",0.00699953308105469
"48168","Northville","MI",0.0074313720703125
"48437","Genesee","MI",0.00847379943847656
"48438","Goodrich","MI",0.00856802429199219
"48439","Grand Blanc","MI",0.00852316040039063
"48440","Hadley","MI",0.00840450622558594
"48441","Harbor Beach","MI",0.00789166809082031
"48442","Holly","MI",0.00676652160644531
"48444","Imlay City","MI",0.00791610778808594
"48445","Kinde","MI",0.00808892517089844
"48446","Lapeer","MI",0.00797729736328125
"48449","Lennon","MI",0.00836806945800781
"48450","Lexington","MI",0.00859070190429687
"48169","Pinckney","MI",0.00644218017578125
"48170","Plymouth","MI",0.00793648315429688
"48173","Rockwood","MI",0.00814373046875
"48174","Romulus","MI",0.00860170104980469
"48176","Bridgewater","MI",0.00576563171386719
"48177","Samaria","MI",0.00783060607910156
"48178","South Lyon","MI",0.00646370666503906
"48179","South Rockwood","MI",0.00803642883300781
"48180","Taylor","MI",0.00833917663574219
"48182","Temperance","MI",0.00787409484863281
"48183","Trenton","MI",0.00814656188964844
"48184","Wayne","MI",0.00848568908691406
"48185","Westland","MI",0.00834143249511719
"48451","Linden","MI",0.00838265075683594
"48453","Marlette","MI",0.00834344604492187
"48454","Melvin","MI",0.00850902221679688
"48455","Metamora","MI",0.00824062622070313
"48456","Minden City","MI",0.00852523010253906
"48457","Montrose","MI",0.00837605712890625
"48458","Mount Morris","MI",0.00858966552734375
"48460","New Lothrop","MI",0.00779834838867188
"48461","North Branch","MI",0.00813087524414063
"48854","Mason","MI",0.00750654541015625
"48855","Howell","MI",0.00639582336425781
"48856","Middleton","MI",0.00806492736816406
"48857","Morrice","MI",0.00819279602050781
"48186","Westland","MI",0.0083615771484375
"48187","Canton","MI",0.00758625732421875
"48188","Canton","MI",0.00751912658691406
"48189","Whitmore Lake","MI",0.00610521728515625
"48105","Ann Arbor","MI",0.00499211303710937
"48462","Ortonville","MI",0.0067556298828125
"48463","Otisville","MI",0.00859482421875
"48464","Otter Lake","MI",0.00797336669921875
"48465","Palms","MI",0.00849783508300781
"48858","Mount Pleasant","MI",0.00682679138183594
"48860","Muir","MI",0.00742826538085938
"48861","Mulliken","MI",0.0070288623046875
"48864","Okemos","MI",0.00665271911621094
"48865","Orleans","MI",0.00732370483398437
"48866","Ovid","MI",0.00680091674804688
"48867","Owosso","MI",0.00800550170898437
"48870","Palo","MI",0.00740433227539062
"48871","Perrinton","MI",0.0080746923828125
"48872","Perry","MI",0.00809870300292969
"48873","Pewamo","MI",0.00765326049804687
"48874","Pompeii","MI",0.00811800537109375
"48875","Portland","MI",0.0073229736328125
"48876","Potterville","MI",0.00698947998046875
"48877","Elm Hall","MI",0.00783019226074219
"48878","Rosebush","MI",0.00727065734863281
"48879","Eureka","MI",0.00628355590820313
"48880","Saint Louis","MI",0.00685179565429688
"48881","Saranac","MI",0.00759962707519531
"48883","Shepherd","MI",0.00677616821289063
"48884","Sheridan","MI",0.00744055419921875
"48885","Sidney","MI",0.00757578186035156
"48886","Six Lakes","MI",0.00739335205078125
"48888","Stanton","MI",0.00750378601074219
"48889","Sumner","MI",0.00814610412597656
"48890","Sunfield","MI",0.00731208801269531
"48891","Vestaburg","MI",0.00724507385253906
"48892","Webberville","MI",0.00730463439941406
"48893","Weidman","MI",0.00729957885742187
"48894","Westphalia","MI",0.00641226684570313
"48895","Williamston","MI",0.00750671997070312
"48708","Bay City","MI",0.00802046813964844
"48710","University Center","MI",0
"48720","Bay Port","MI",0.00814929504394531
"48721","Black River","MI",0.00831476501464844
"48722","Bridgeport","MI",0.00780857177734375
"49411","Free Soil","MI",0.00684733337402344
"49412","Fremont","MI",0.00741948059082031
"49415","Fruitport","MI",0.0077569873046875
"49417","Grand Haven","MI",0.00600491821289062
"49418","Grandville","MI",0.00647555969238281
"48723","Caro","MI",0.00780169006347656
"48724","Carrollton","MI",0.00816169738769531
"48725","Caseville","MI",0.00803148010253906
"48726","Cass City","MI",0.00807678161621094
"48727","Clifford","MI",0.00803537841796875
"48728","Curran","MI",0.0080245361328125
"48729","Deford","MI",0.00797137634277344
"48730","East Tawas","MI",0.00843126953125
"48731","Elkton","MI",0.00795471862792969
"48732","Essexville","MI",0.00809797302246094
"48733","Fairgrove","MI",0.0078948388671875
"48734","Frankenmuth","MI",0.00768147155761719
"48735","Gagetown","MI",0.00791567626953125
"48737","Glennie","MI",0.00817132568359375
"48738","Greenbush","MI",0.00835783325195313
"48739","Hale","MI",0.0087383544921875
"48740","Harrisville","MI",0.008239892578125
"48741","Kingston","MI",0.00785880798339844
"48742","Lincoln","MI",0.00838784790039063
"48743","Long Lake","MI",0.00890099975585937
"48744","Mayville","MI",0.00791326416015625
"48745","Mikado","MI",0.00823227294921875
"48746","Millington","MI",0.00799515258789063
"48747","Munger","MI",0.00821834594726563
"48748","National City","MI",0.008668115234375
"49419","Hamilton","MI",0.00745442321777344
"49659","Mancelona","MI",0.00688849365234375
"49660","Manistee","MI",0.00749016906738281
"49663","Manton","MI",0.00764299255371094
"49664","Maple City","MI",0.00509330383300781
"49665","Marion","MI",0.00776975463867188
"49666","Mayfield","MI",0.00707982238769531
"49667","Merritt","MI",0.00725829711914062
"49668","Mesick","MI",0.00789764404296875
"49420","Hart","MI",0.00719575927734375
"49421","Hesperia","MI",0.00759428527832031
"49423","Holland","MI",0.00632507568359375
"49424","Holland","MI",0.00587146789550781
"49425","Holton","MI",0.00787077392578125
"49426","Hudsonville","MI",0.00599848876953125
"49428","Jenison","MI",0.00597942077636719
"49431","Ludington","MI",0.00698082580566406
"49434","Macatawa","MI",0.00645384033203125
"49435","Marne","MI",0.00599882080078125
"49670","Northport","MI",0.00492435089111328
"49674","Omena","MI",0.00456810089111328
"49675","Onekama","MI",0.00760743041992188
"49676","Rapid City","MI",0.00754209411621094
"49677","Reed City","MI",0.00745909912109375
"49679","Sears","MI",0.00735585998535156
"49680","South Boardman","MI",0.00881978759765625
"49682","Suttons Bay","MI",0.00499092102050781
"48642","Midland","MI",0.00629341186523438
"48647","Mio","MI",0.00902853271484375
"48649","Oakley","MI",0.00761262817382813
"48650","Pinconning","MI",0.00818673156738281
"48651","Prudenville","MI",0.00927464660644531
"48652","Rhodes","MI",0.00800654663085937
"48653","Roscommon","MI",0.00884068664550781
"48654","Rose City","MI",0.00903124938964844
"48655","Saint Charles","MI",0.00760858703613281
"48656","Saint Helen","MI",0.00949617919921875
"48657","Sanford","MI",0.00658317443847656
"48658","Standish","MI",0.00822769287109375
"48659","Sterling","MI",0.00844072998046875
"48661","West Branch","MI",0.00894625183105469
"48662","Wheeler","MI",0.007821953125
"48667","Midland","MI",0
"49436","Mears","MI",0.00770363891601562
"49437","Montague","MI",0.00784872375488281
"48054","East China","MI",0.00847178955078125
"48059","Fort Gratiot","MI",0.00826845336914062
"48049","North Street","MI",0.00830917419433594
"48050","New Haven","MI",0.00789843139648438
"48051","New Baltimore","MI",0.00778890380859375
"48701","Akron","MI",0.0075936865234375
"48703","Au Gres","MI",0.00852949096679687
"48705","Barton City","MI",0.00800909118652344
"48706","Bay City","MI",0.0080437353515625
"48190","Whittaker","MI",0.00588900024414063
"48191","Willis","MI",0.0058940087890625
"48192","Wyandotte","MI",0.00822383239746094
"48193","Riverview","MI",0.0081978857421875
"48195","Southgate","MI",0.00812023986816406
"48198","Ypsilanti","MI",0.00647276184082031
"48201","Detroit","MI",0.00898292541503906
"48202","Detroit","MI",0.00934455810546875
"48203","Highland Park","MI",0.00984137878417969
"48204","Detroit","MI",0.0101082275390625
"48205","Detroit","MI",0.00997281005859375
"48206","Detroit","MI",0.00987328308105469
"48207","Detroit","MI",0.00978722900390625
"48208","Detroit","MI",0.00955308959960938
"48060","Port Huron","MI",0.00811428283691406
"48062","Richmond","MI",0.00770365051269531
"48063","Columbus","MI",0.00842702209472656
"48001","Algonac","MI",0.008476904296875
"48002","Allenton","MI",0.00835781433105469
"48045","Harrison Township","MI",0.00780548217773437
"48003","Almont","MI",0.0081979541015625
"48005","Armada","MI",0.00776935119628906
"48006","Avoca","MI",0.00830790649414062
"48009","Birmingham","MI",0.00657266357421875
"48047","New Baltimore","MI",0.00765077331542969
"48048","New Haven","MI",0.00766489440917969
"48014","Capac","MI",0.00812026672363281
"48015","Center Line","MI",0.00768729125976563
"48017","Clawson","MI",0.00666181396484375
"48021","Eastpointe","MI",0.0083072509765625
"48022","Emmett","MI",0.00841661071777344
"48023","Anchorville","MI",0.00852736999511719
"48025","Franklin","MI",0.00660355041503906
"48026","Fraser","MI",0.00775747863769531
"48027","Goodells","MI",0.00834342651367188
"48028","Harsens Island","MI",0.00834362609863281
"48030","Hazel Park","MI",0.0066350439453125
"48032","Jeddo","MI",0.00844485961914062
"48033","Southfield","MI",0.00732105102539062
"48034","Southfield","MI",0.00740130920410156
"48035","Clinton Township","MI",0.00789080261230469
"48197","Ypsilanti","MI",0.006008984375
"49534","Grand Rapids","MI",0.00652862915039062
"49544","Grand Rapids","MI",0.00670635070800781
"49546","Grand Rapids","MI",0.00678966735839844
"49548","Grand Rapids","MI",0.00642174011230469
"49601","Cadillac","MI",0.00779477172851563
"49611","Alba","MI",0.00639951843261719
"49612","Alden","MI",0.00698682983398437
"49613","Arcadia","MI",0.00760980712890625
"49614","Bear Lake","MI",0.0078071728515625
"49615","Bellaire","MI",0.00655123840332031
"49616","Benzonia","MI",0.00563847106933594
"48213","Detroit","MI",0.0101622381591797
"48214","Detroit","MI",0.00987235168457031
"48215","Detroit","MI",0.00997873596191406
"48216","Detroit","MI",0.00843513549804687
"49617","Beulah","MI",0.00612990356445312
"49618","Boon","MI",0.00793652709960938
"49619","Brethren","MI",0.00802826538085937
"49620","Buckley","MI",0.00763222900390625
"49621","Cedar","MI",0.00503270385742188
"49622","Central Lake","MI",0.00654246520996094
"49623","Chase","MI",0.00761867919921875
"49770","Petoskey","MI",0.00659376953125
"49774","Pickford","MI",0.00706083312988281
"49775","Pointe aux Pins","MI",0.00736
"48217","Detroit","MI",0.00962363830566406
"48218","River Rouge","MI",0.00918905334472656
"48219","Detroit","MI",0.00999134704589844
"48220","Ferndale","MI",0.00658184265136719
"48221","Detroit","MI",0.00994331481933594
"48223","Detroit","MI",0.00981839904785156
"48224","Detroit","MI",0.0100134350585938
"48225","Harper Woods","MI",0.00916624328613281
"49776","Posen","MI",0.00754707458496094
"49777","Presque Isle","MI",0.00755925354003906
"49779","Rogers City","MI",0.00743101013183594
"49780","Rudyard","MI",0.00674798217773438
"49781","Saint Ignace","MI",0.00820978149414063
"49782","Beaver Island","MI",0.00667429626464844
"49783","Sault Sainte Marie","MI",0.00649525146484375
"49788","Kincheloe","MI",0.00389250762939453
"49791","Topinabee","MI",0.00702179443359375
"49793","Trout Lake","MI",0.00659548400878906
"49795","Vanderbilt","MI",0.00718750793457031
"49796","Walloon Lake","MI",0.006614736328125
"49799","Wolverine","MI",0.00711303039550781
"49801","Iron Mountain","MI",0.00702550903320313
"49802","Kingsford","MI",0.00703681823730469
"48226","Detroit","MI",0.00869455749511719
"48227","Detroit","MI",0.0100664654541016
"48228","Detroit","MI",0.009599482421875
"48229","Ecorse","MI",0.00851163452148438
"48230","Grosse Pointe","MI",0.00818388061523437
"48233","Detroit","MI",0
"48234","Detroit","MI",0.0100556158447266
"48235","Detroit","MI",0.0101758294677734
"48236","Grosse Pointe","MI",0.00826899047851563
"48237","Oak Park","MI",0.00714992431640625
"49805","Allouez","MI",0.00733318298339844
"49806","Au Train","MI",0.00677732421875
"49807","Bark River","MI",0.00713078979492188
"49808","Big Bay","MI",0.00742253784179688
"49812","Carney","MI",0.0078243798828125
"49814","Champion","MI",0.00767731079101563
"49815","Channing","MI",0.00703548522949219
"49816","Chatham","MI",0.00690904663085937
"49817","Cooks","MI",0.00665527648925781
"49818","Cornell","MI",0.00724333312988281
"49819","Arnold","MI",0.00783144958496094
"49820","Curtis","MI",0.00699487487792969
"49821","Daggett","MI",0.00714718017578125
"49822","Deerton","MI",0.00667970947265625
"49825","Eben Junction","MI",0.00689373657226562
"49826","Rumely","MI",0.0069905859375
"49827","Engadine","MI",0.00725160095214844
"49829","Escanaba","MI",0.00700398559570312
"49831","Felch","MI",0.00731428039550781
"49833","Little Lake","MI",0.00778044311523437
"49834","Foster City","MI",0.00704537536621094
"49835","Garden","MI",0.00657469665527344
"49836","Germfask","MI",0.00680564331054687
"48238","Detroit","MI",0.0101452191162109
"48239","Redford","MI",0.00900560729980469
"48240","Redford","MI",0.00882340026855469
"48242","Detroit","MI",0
"48243","Detroit","MI",0
"48301","Bloomfield Hills","MI",0.00651269958496094
"48302","Bloomfield Hills","MI",0.00636962585449219
"48304","Bloomfield Hills","MI",0.00641149841308594
"48306","Rochester","MI",0.00636768981933594
"48307","Rochester","MI",0.0062744482421875
"48309","Rochester","MI",0.00635409790039063
"49837","Gladstone","MI",0.00715566650390625
"49838","Gould City","MI",0.00747933349609375
"49839","Grand Marais","MI",0.00726814819335937
"49840","Gulliver","MI",0.00641823669433594
"49841","Gwinn","MI",0.00730260620117187
"49847","Hermansville","MI",0.00671618774414063
"49848","Ingalls","MI",0.00651311096191406
"49849","Ishpeming","MI",0.0076770654296875
"49852","Loretto","MI",0.00695702453613281
"49853","Mc Millan","MI",0.0066680712890625
"49854","Manistique","MI",0.00638164367675781
"48310","Sterling Heights","MI",0.00734890502929688
